=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.25 10:47:58 =~=~=~=~=~=~=~=~=~=~=~=
49.00, 50.88, -3.76, 0.00, 20.00, 0.00
49.00, 49.23, -0.45, 0.00, 20.00, 0.00
50.00, 47.37, 5.27, 0.03, 20.00, 0.00
49.00, 46.95, 4.09, 0.05, 20.00, 0.00
50.00, 46.75, 6.51, 0.09, 20.00, 0.00
49.00, 46.33, 5.33, 0.10, 20.00, 0.00
50.00, 46.33, 7.33, 0.15, 20.00, 0.00
49.00, 45.92, 6.16, 0.17, 20.00, 0.00
50.00, 45.92, 8.16, 0.24, 20.00, 0.00
49.00, 45.71, 6.57, 0.26, 20.00, 0.00
50.00, 45.71, 8.57, 0.31, 20.00, 0.00
50.00, 45.71, 8.57, 0.33, 20.00, 0.00
49.00, 45.71, 6.57, 0.38, 20.00, 0.00
49.00, 45.71, 6.57, 0.40, 20.00, 0.00
50.00, 45.71, 8.57, 0.46, 20.00, 0.00
49.00, 45.51, 6.99, 0.48, 20.00, 0.00
49.00, 46.54, 4.92, 0.52, 20.00, 0.00
49.00, 45.51, 6.99, 0.54, 20.00, 0.00
50.00, 45.30, 9.40, 0.60, 20.00, 0.00
49.00, 45.71, 6.57, 0.62, 20.00, 0.00
49.00, 45.71, 6.57, 0.66, 20.00, 0.00
50.00, 45.71, 8.57, 0.69, 20.00, 0.00
49.00, 45.51, 6.99, 0.74, 20.00, 0.00
49.00, 45.71, 6.57, 0.76, 20.00, 0.00
49.00, 45.71, 6.57, 0.81, 20.00, 0.00
49.00, 45.92, 6.16, 0.83, 20.00, 0.00
50.00, 45.51, 8.99, 0.88, 20.00, 0.00
49.00, 46.13, 5.75, 0.90, 20.00, 0.00
49.00, 45.71, 6.57, 0.95, 20.00, 0.00
50.00, 45.71, 8.57, 0.98, 20.00, 0.00
49.00, 45.71, 6.57, 1.02, 20.00, 0.00
49.00, 45.51, 6.99, 1.05, 20.00, 0.00
49.00, 45.71, 6.57, 1.10, 20.00, 0.00
49.00, 45.71, 6.57, 1.11, 20.00, 0.00
49.00, 45.71, 6.57, 1.16, 20.00, 0.00
49.00, 46.54, 4.92, 1.17, 20.00, 0.00
49.00, 45.71, 6.57, 1.22, 20.00, 0.00
49.00, 45.71, 6.57, 1.24, 20.00, 0.00
50.00, 45.71, 8.57, 1.30, 20.00, 0.00
49.00, 45.71, 6.57, 1.32, 20.00, 0.00
49.00, 45.71, 6.57, 1.37, 20.00, 0.00
49.00, 45.92, 6.16, 1.39, 20.00, 0.00
49.00, 45.92, 6.16, 1.42, 20.00, 0.00
50.00, 45.71, 8.57, 1.45, 20.00, 0.00
50.00, 46.54, 6.92, 1.50, 20.00, 0.00
49.00, 45.92, 6.16, 1.52, 20.00, 0.00
50.00, 45.71, 8.57, 1.58, 20.00, 0.00
49.00, 46.54, 4.92, 1.59, 20.00, 0.00
49.00, 45.71, 6.57, 1.64, 20.00, 0.00
49.00, 45.71, 6.57, 1.66, 20.00, 0.00
49.00, 45.92, 6.16, 1.70, 20.00, 0.00
49.00, 45.92, 6.16, 1.72, 20.00, 0.00
50.00, 45.92, 8.16, 1.78, 20.00, 0.00
49.00, 45.92, 6.16, 1.79, 20.00, 0.00
49.00, 45.92, 6.16, 1.84, 20.00, 0.00
49.00, 45.71, 6.57, 1.86, 20.00, 0.00
49.00, 45.92, 6.16, 1.91, 20.00, 0.00
49.00, 45.92, 6.16, 1.92, 20.00, 0.00
49.00, 45.92, 6.16, 1.97, 20.00, 0.00
49.00, 45.92, 6.16, 1.98, 20.00, 0.00
49.00, 46.13, 5.75, 2.02, 20.00, 0.00
49.00, 45.92, 6.16, 2.04, 20.00, 0.00
50.00, 45.92, 8.16, 2.10, 20.00, 0.00
49.00, 45.92, 6.16, 2.12, 20.00, 0.00
49.00, 46.13, 5.75, 2.17, 20.00, 0.00
49.00, 46.75, 4.51, 2.18, 20.00, 0.00
49.00, 45.92, 6.16, 2.22, 20.00, 0.00
50.00, 46.13, 7.75, 2.24, 20.00, 0.00
49.00, 45.92, 6.16, 2.29, 20.00, 0.00
49.00, 46.13, 5.75, 2.30, 20.00, 0.00
50.00, 46.13, 7.75, 2.36, 20.00, 0.00
49.00, 46.13, 5.75, 2.38, 20.00, 0.00
50.00, 46.33, 7.33, 2.42, 20.00, 0.00
49.00, 46.13, 5.75, 2.44, 20.00, 0.00
50.00, 46.95, 6.09, 2.49, 20.00, 0.00
50.00, 45.92, 8.16, 2.51, 20.00, 0.00
50.00, 46.13, 7.75, 2.56, 20.00, 0.00
49.00, 46.13, 5.75, 2.58, 20.00, 0.00
49.00, 46.13, 5.75, 2.62, 20.00, 0.00
50.00, 46.13, 7.75, 2.64, 20.00, 0.00
49.00, 46.13, 5.75, 2.68, 20.00, 0.00
49.00, 46.13, 5.75, 2.70, 20.00, 0.00
49.00, 46.13, 5.75, 2.74, 20.00, 0.00
50.00, 46.33, 7.33, 2.77, 20.00, 0.00
50.00, 46.33, 7.33, 2.81, 20.00, 0.00
49.00, 46.54, 4.92, 2.83, 20.00, 0.00
