=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.24 16:14:27 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage,  NDBY, NONE
19717, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
19727, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
19737, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
19747, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
19757, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
19767, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
19777, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
19787, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
19798, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
19808, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
19818, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
19828, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
19838, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
19848, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
19858, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
19868, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
19878, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
19888, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
19898, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
19908, -0.39, 26.00, 17.44, -0.47, STANDBY, NONE
19918, -0.39, 26.00, 17.36, -0.47, STANDBY, NONE
19928, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
19938, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
19948, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
19958, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
19968, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
19978, 0.00, 26.00, 17.39, -0.44, STANDBY, NONE
19988, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
19998, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
20008, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20018, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20028, -0.39, 26.00, 17.42, -0.47, STANDBY, NONE
20038, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20048, 0.39, 26.00, 17.39, -0.50, STANDBY, NONE
20058, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
20068, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20078, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20088, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
20098, -0.39, 26.00, 17.39, -0.44, STANDBY, NONE
20108, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
20118, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
20128, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
20139, 0.39, 26.00, 17.42, -0.44, STANDBY, NONE
20149, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20159, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20169, 0.00, 26.00, 17.47, -0.47, STANDBY, NONE
20179, -0.39, 26.00, 17.34, -0.47, STANDBY, NONE
20189, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
20199, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
20209, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
20219, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20229, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20239, 0.39, 26.00, 17.36, -0.47, STANDBY, NONE
20249, -0.39, 26.00, 17.36, -0.47, STANDBY, NONE
20259, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
20269, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
20279, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20289, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20299, -0.39, 26.00, 17.34, -0.44, STANDBY, NONE
20310, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
20320, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
20330, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
20340, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
20350, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20360, -0.39, 26.00, 17.36, -0.50, STANDBY, NONE
20370, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
20380, 0.00, 26.00, 17.47, -0.50, STANDBY, NONE
20390, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
20400, 0.00, 25.00, 17.36, -0.47, STANDBY, NONE
20410, -0.39, 26.00, 17.34, -0.47, STANDBY, NONE
20420, 0.00, 25.00, 17.39, -0.50, STANDBY, NONE
20430, 0.00, 25.00, 17.42, -0.47, STANDBY, NONE
20440, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
20450, 0.00, 26.00, 17.47, -0.47, STANDBY, NONE
20460, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
20470, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20480, -0.39, 26.00, 17.36, -0.47, STANDBY, NONE
20490, 0.00, 25.00, 17.39, -0.50, STANDBY, NONE
20500, 0.00, 26.00, 17.31, -0.47, STANDBY, NONE
20510, -0.39, 25.00, 17.42, -0.50, STANDBY, NONE
20520, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
20530, 0.00, 26.00, 17.34, -0.44, STANDBY, NONE
20540, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
20550, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20560, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
20570, 0.00, 25.00, 17.44, -0.50, STANDBY, NONE
20580, 0.00, 26.00, 17.36, -0.53, STANDBY, NONE
20590, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
20600, 0.00, 25.00, 17.36, -0.47, STANDBY, NONE
20610, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20620, 0.00, 25.00, 17.44, -0.50, STANDBY, NONE
20630, 0.00, 25.00, 17.42, -0.47, STANDBY, NONE
20640, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
20651, 0.00, 26.00, 17.39, -0.44, STANDBY, NONE
20661, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
20671, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
20681, -0.39, 26.00, 17.36, -0.47, STANDBY, NONE
20691, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
20701, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
20711, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
20721, 0.00, 26.00, 17.31, -0.47, STANDBY, NONE
20731, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20741, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
20751, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
20761, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
20771, 0.00, 26.00, 17.31, -0.50, STANDBY, NONE
20781, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20791, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
20801, -0.39, 26.00, 17.42, -0.47, STANDBY, NONE
20811, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
20822, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
20832, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
20842, 0.00, 26.00, 17.34, -0.44, STANDBY, NONE
20852, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
20862, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
20872, 0.39, 26.00, 17.42, -0.47, STANDBY, NONE
20882, 0.00, 25.00, 17.42, -0.50, STANDBY, NONE
20892, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20902, 0.39, 26.00, 17.44, -0.47, STANDBY, NONE
20912, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
20922, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
20932, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
20942, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
20952, -0.39, 26.00, 17.39, -0.50, STANDBY, NONE
20962, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20972, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
20982, -0.39, 26.00, 17.36, -0.53, STANDBY, NONE
20992, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
21002, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
21012, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21022, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
21032, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
21042, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21052, -0.39, 26.00, 17.39, -0.53, STANDBY, NONE
21062, 0.00, 25.00, 17.44, -0.50, STANDBY, NONE
21072, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21082, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
21092, 0.00, 25.00, 17.42, -0.47, STANDBY, NONE
21102, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21112, -0.39, 26.00, 17.42, -0.50, STANDBY, NONE
21122, -0.39, 26.00, 17.36, -0.50, STANDBY, NONE
21132, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
21142, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
21152, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21163, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
21173, -0.39, 26.00, 17.36, -0.50, STANDBY, NONE
21183, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
21193, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
21203, -0.39, 26.00, 17.36, -0.50, STANDBY, NONE
21213, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
21223, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
21233, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
21243, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21253, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21263, -0.39, 25.00, 17.39, -0.50, STANDBY, NONE
21273, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
21283, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
21293, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
21303, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21313, 0.00, 26.00, 17.42, -0.44, STANDBY, NONE
21323, 0.00, 26.00, 17.47, -0.47, STANDBY, NONE
21334, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21344, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21354, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21364, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21374, 0.00, 26.00, 17.34, -0.44, STANDBY, NONE
21384, 0.00, 25.00, 17.42, -0.47, STANDBY, NONE
21394, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
21404, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
21414, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
21424, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21434, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
21444, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21454, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
21464, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
21474, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21484, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21494, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
21504, 0.39, 26.00, 17.42, -0.50, STANDBY, NONE
21514, 0.00, 25.00, 17.39, -0.47, STANDBY, NONE
21524, 0.00, 26.00, 17.42, -0.44, STANDBY, NONE
21534, 0.00, 25.00, 17.39, -0.50, STANDBY, NONE
21544, -0.39, 26.00, 17.42, -0.44, STANDBY, NONE
21554, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21564, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21574, -0.39, 26.00, 17.39, -0.53, STANDBY, NONE
21584, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21594, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21604, 0.00, 25.00, 17.42, -0.47, STANDBY, NONE
21614, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21624, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21634, 0.39, 26.00, 17.42, -0.47, STANDBY, NONE
21644, 0.00, 25.00, 17.36, -0.47, STANDBY, NONE
21654, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21664, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21675, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
21685, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21695, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
21705, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21715, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
21725, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21735, 0.39, 26.00, 17.42, -0.47, STANDBY, NONE
21745, 0.00, 26.00, 17.36, -0.53, STANDBY, NONE
21755, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
21765, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21775, 0.39, 25.00, 17.39, -0.50, STANDBY, NONE
21785, -0.39, 26.00, 17.42, -0.47, STANDBY, NONE
21795, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21805, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21815, 0.00, 26.00, 17.36, -0.53, STANDBY, NONE
21825, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
21835, -0.39, 26.00, 17.34, -0.47, STANDBY, NONE
21846, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21856, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21866, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21876, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21886, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
21896, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21906, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21916, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21926, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21936, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
21946, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
21956, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21966, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
21976, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
21986, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
21996, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
22006, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22016, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
22026, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
22036, -0.39, 26.00, 17.34, -0.47, STANDBY, NONE
22046, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22056, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
22066, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
22076, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
22086, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
22096, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
22106, 0.00, 25.00, 17.39, -0.47, STANDBY, NONE
22116, 0.00, 26.00, 17.39, -0.53, STANDBY, NONE
22126, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
22136, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22146, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
22156, 0.39, 26.00, 17.39, -0.47, STANDBY, NONE
22166, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22176, -0.39, 26.00, 17.34, -0.47, STANDBY, NONE
22187, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
22197, -0.39, 26.00, 17.42, -0.47, STANDBY, NONE
22207, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22217, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
22227, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
22237, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
22247, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
22257, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
22267, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
22277, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
22287, -0.39, 26.00, 17.42, -0.50, STANDBY, NONE
22297, -0.39, 26.00, 17.36, -0.47, STANDBY, NONE
22307, 0.00, 26.00, 17.39, -0.44, STANDBY, NONE
22317, -0.39, 26.00, 17.36, -0.47, STANDBY, NONE
22327, -0.39, 26.00, 17.44, -0.53, STANDBY, NONE
22337, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22347, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22358, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
22368, -0.39, 26.00, 17.42, -0.50, STANDBY, NONE
22378, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22388, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
22398, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
22408, -0.39, 26.00, 17.42, -0.44, STANDBY, NONE
22418, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22428, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
22438, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22448, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22458, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
22468, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
22478, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
22488, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
22498, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22508, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22518, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22528, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
22538, -0.39, 26.00, 17.36, -0.53, STANDBY, NONE
22548, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
22558, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
22568, 0.00, 25.00, 17.44, -0.47, STANDBY, NONE
22578, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
22588, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22598, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
22608, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22618, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
22628, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22638, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
22648, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
22658, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
22668, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
22678, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
22688, 0.00, 26.00, 17.39, -0.44, STANDBY, NONE
22699, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
22709, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
22719, 0.00, 25.00, 17.44, -0.50, STANDBY, NONE
22729, 0.00, 25.00, 17.42, -0.44, STANDBY, NONE
22739, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
22749, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
22759, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22769, -0.39, 26.00, 17.42, -0.47, STANDBY, NONE
22779, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22789, 0.00, 25.00, 17.44, -0.44, STANDBY, NONE
22799, 0.00, 25.00, 17.42, -0.47, STANDBY, NONE
22809, 0.00, 25.00, 17.39, -0.50, STANDBY, NONE
22819, 0.00, 26.00, 17.31, -0.53, STANDBY, NONE
22829, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22839, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
22849, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22859, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
22870, -0.39, 26.00, 17.39, -0.50, STANDBY, NONE
22880, 0.39, 26.00, 17.44, -0.47, STANDBY, NONE
22890, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22900, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22910, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
22920, 0.00, 25.00, 17.39, -0.47, STANDBY, NONE
22930, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
22940, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
22950, 0.00, 26.00, 17.42, -0.44, STANDBY, NONE
22960, 0.00, 25.00, 17.39, -0.47, STANDBY, NONE
22970, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
22980, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
22990, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23000, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
23010, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
23020, 0.39, 25.00, 17.42, -0.47, STANDBY, NONE
23030, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
23040, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
23050, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23060, 0.00, 25.00, 17.42, -0.53, STANDBY, NONE
23070, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
23080, 0.00, 26.00, 17.34, -0.44, STANDBY, NONE
23090, 0.00, 25.00, 17.44, -0.47, STANDBY, NONE
23100, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
23110, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
23120, 0.00, 25.00, 17.42, -0.47, STANDBY, NONE
23130, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
23140, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
23150, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
23160, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
23170, 0.00, 26.00, 17.47, -0.44, STANDBY, NONE
23180, 0.00, 25.00, 17.36, -0.47, STANDBY, NONE
23190, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
23200, -0.39, 25.00, 17.39, -0.50, STANDBY, NONE
23211, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
23221, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
23231, -0.39, 26.00, 17.34, -0.47, STANDBY, NONE
23241, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23251, 0.39, 26.00, 17.42, -0.50, STANDBY, NONE
23261, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
23271, 0.00, 26.00, 17.47, -0.50, STANDBY, NONE
23281, 0.00, 25.00, 17.44, -0.47, STANDBY, NONE
23291, 0.00, 26.00, 17.39, -0.44, STANDBY, NONE
23301, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
23311, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23321, -0.39, 26.00, 17.34, -0.47, STANDBY, NONE
23331, 0.00, 26.00, 17.39, -0.44, STANDBY, NONE
23341, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
23351, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23361, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
23371, 0.00, 25.00, 17.47, -0.47, STANDBY, NONE
23382, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
23392, 0.39, 25.00, 17.47, -0.47, STANDBY, NONE
23402, -0.39, 26.00, 17.39, -0.47, STANDBY, NONE
23412, 0.00, 26.00, 17.44, -0.47, STANDBY, NONE
23422, -0.39, 25.00, 17.36, -0.50, STANDBY, NONE
23432, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
23442, 0.00, 25.00, 17.36, -0.47, STANDBY, NONE
23452, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23462, 0.00, 25.00, 17.36, -0.47, STANDBY, NONE
23472, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
23482, 0.00, 25.00, 17.36, -0.47, STANDBY, NONE
23492, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
23502, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
23512, 0.00, 25.00, 17.42, -0.47, STANDBY, NONE
23522, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
23532, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
23542, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
23552, 0.00, 25.00, 17.44, -0.50, STANDBY, NONE
23562, 0.00, 26.00, 17.36, -0.44, STANDBY, NONE
23572, -0.39, 26.00, 17.42, -0.50, STANDBY, NONE
23582, 0.00, 26.00, 17.39, -0.47, STANDBY, NONE
23592, 0.00, 26.00, 17.44, -0.50, STANDBY, NONE
23602, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
23612, -0.39, 25.00, 17.39, -0.47, STANDBY, NONE
23622, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
23632, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23642, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
23652, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23662, -0.39, 26.00, 17.42, -0.44, STANDBY, NONE
23672, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23682, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23692, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23702, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
23712, 0.39, 25.00, 17.42, -0.50, STANDBY, NONE
23723, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
23733, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
23743, 0.39, 26.00, 17.44, -0.47, STANDBY, NONE
23753, 0.00, 26.00, 17.34, -0.50, STANDBY, NONE
23763, -0.39, 26.00, 17.36, -0.47, STANDBY, NONE
23773, 0.00, 25.00, 17.39, -0.44, STANDBY, NONE
23783, 0.00, 26.00, 17.34, -0.47, STANDBY, NONE
23793, 0.00, 25.00, 17.36, -0.47, STANDBY, NONE
23803, 0.00, 25.00, 17.42, -0.50, STANDBY, NONE
23813, -0.39, 26.00, 17.39, -0.50, STANDBY, NONE
23823, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
23833, 0.39, 26.00, 17.39, -0.47, STANDBY, NONE
23843, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23853, 0.00, 26.00, 17.42, -0.47, STANDBY, NONE
23863, 0.00, 26.00, 17.36, -0.50, STANDBY, NONE
23873, 0.00, 26.00, 17.42, -0.50, STANDBY, NONE
23883, -0.39, 26.00, 17.42, -0.47, STANDBY, NONE
23894, 0.39, 26.00, 17.39, -0.50, STANDBY, NONE
23904, 0.00, 26.00, 17.36, -0.47, STANDBY, NONE
23914, 0.00, 26.00, 17.39, -0.50, STANDBY, NONE
23924, 0.00, 26.00, 17.31, -0.50, STANDBY, NONE
23934, -0.39, 26.00, 17.42, -0.47, STANDBY, NONE
