=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.24 16:14:27 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage,  NDBY, NONE
37055, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37065, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37075, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
37085, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37095, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
37105, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37115, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37125, 0.00, 25.00, 17.39, 0.00, STANDBY, NONE
37135, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37145, 0.00, 25.00, 17.36, -0.03, STANDBY, NONE
37155, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
37165, 0.00, 25.00, 17.36, -0.03, STANDBY, NONE
37175, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
37185, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37195, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37206, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
37216, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37226, -0.39, 24.00, 17.36, -0.09, STANDBY, NONE
37236, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37246, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37256, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37266, -0.39, 25.00, 17.39, -0.09, STANDBY, NONE
37276, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
37286, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
37296, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37306, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37316, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37326, -0.39, 24.00, 17.36, -0.09, STANDBY, NONE
37336, -0.39, 24.00, 17.36, -0.09, STANDBY, NONE
37346, -0.39, 24.00, 17.36, -0.09, STANDBY, NONE
37356, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37366, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
37376, -0.39, 24.00, 17.36, -0.09, STANDBY, NONE
37386, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37396, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
37406, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37416, 0.00, 25.00, 17.42, -0.06, STANDBY, NONE
37426, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
37436, 0.39, 25.00, 17.42, -0.09, STANDBY, NONE
37446, 0.00, 25.00, 17.39, -0.03, STANDBY, NONE
37456, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
37466, 0.00, 24.00, 17.36, -0.03, STANDBY, NONE
37476, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37486, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
37496, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
37506, 0.00, 25.00, 17.42, -0.06, STANDBY, NONE
37516, 0.00, 24.00, 17.39, -0.06, STANDBY, NONE
37526, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
37536, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37547, 0.00, 25.00, 17.31, -0.06, STANDBY, NONE
37557, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
37567, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
37577, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
37587, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
37597, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
37607, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37617, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37627, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37637, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37647, -0.39, 25.00, 17.39, -0.09, STANDBY, NONE
37657, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37667, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37677, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37687, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
37697, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
37707, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
37718, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37728, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37738, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
37748, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37758, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37768, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
37778, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
37788, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
37798, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
37808, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
37818, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37828, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
37838, -0.39, 25.00, 17.36, -0.12, STANDBY, NONE
37848, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
37858, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
37868, 0.00, 25.00, 17.36, -0.03, STANDBY, NONE
37878, 0.39, 25.00, 17.34, -0.06, STANDBY, NONE
37888, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
37898, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
37908, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37918, -0.39, 25.00, 17.36, -0.03, STANDBY, NONE
37928, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
37938, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
37948, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
37958, 0.39, 25.00, 17.34, -0.06, STANDBY, NONE
37968, 0.00, 25.00, 17.39, -0.03, STANDBY, NONE
37978, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
37988, -0.39, 25.00, 17.34, -0.06, STANDBY, NONE
37998, -0.39, 24.00, 17.34, -0.06, STANDBY, NONE
38008, 0.00, 25.00, 17.31, -0.09, STANDBY, NONE
38018, 0.00, 24.00, 17.36, -0.12, STANDBY, NONE
38028, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
38038, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
38048, 0.00, 25.00, 17.42, -0.06, STANDBY, NONE
38059, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
38069, -0.39, 25.00, 17.39, -0.09, STANDBY, NONE
38079, 0.00, 24.00, 17.39, -0.06, STANDBY, NONE
38089, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
38099, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
38109, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
38119, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38129, 0.00, 24.00, 17.39, -0.06, STANDBY, NONE
38139, 0.00, 25.00, 17.42, -0.06, STANDBY, NONE
38149, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
38159, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
38169, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
38179, -0.39, 25.00, 17.34, -0.09, STANDBY, NONE
38189, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
38199, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
38209, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
38219, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
38230, 0.00, 24.00, 17.31, -0.09, STANDBY, NONE
38240, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
38250, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38260, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38270, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38280, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
38290, 0.00, 25.00, 17.42, -0.09, STANDBY, NONE
38300, 0.00, 25.00, 17.39, -0.03, STANDBY, NONE
38310, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
38320, -0.39, 25.00, 17.34, -0.09, STANDBY, NONE
38330, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
38340, -0.39, 25.00, 17.34, -0.09, STANDBY, NONE
38350, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
38360, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
38370, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
38380, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
38390, 0.00, 24.00, 17.39, -0.06, STANDBY, NONE
38400, -0.39, 25.00, 17.31, -0.06, STANDBY, NONE
38410, 0.39, 25.00, 17.36, -0.09, STANDBY, NONE
38420, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38430, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
38440, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
38450, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38460, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
38470, -0.39, 25.00, 17.39, -0.09, STANDBY, NONE
38480, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
38490, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
38500, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38510, 0.00, 25.00, 17.42, -0.09, STANDBY, NONE
38520, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
38530, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
38540, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
38550, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38560, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
38571, 0.39, 24.00, 17.31, -0.09, STANDBY, NONE
38581, 0.00, 24.00, 17.31, -0.09, STANDBY, NONE
38591, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38601, -0.39, 25.00, 17.31, -0.09, STANDBY, NONE
38611, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
38621, -0.39, 24.00, 17.34, -0.09, STANDBY, NONE
38631, -0.39, 25.00, 17.34, -0.09, STANDBY, NONE
38641, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
38651, -0.39, 24.00, 17.39, -0.09, STANDBY, NONE
38661, -0.39, 24.00, 17.34, -0.12, STANDBY, NONE
38671, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38681, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
38691, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
38701, 0.00, 24.00, 17.29, -0.06, STANDBY, NONE
38711, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
38721, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38731, 0.39, 25.00, 17.39, -0.12, STANDBY, NONE
38742, -0.39, 24.00, 17.34, -0.09, STANDBY, NONE
38752, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38762, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
38772, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
38782, -0.39, 25.00, 17.39, -0.12, STANDBY, NONE
38792, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38802, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38812, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38822, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38832, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38842, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
38852, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38862, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38872, 0.00, 25.00, 17.36, -0.12, STANDBY, NONE
38882, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
38892, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
38902, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38912, 0.00, 24.00, 17.36, -0.03, STANDBY, NONE
38922, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
38932, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
38942, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
38952, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
38962, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
38972, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
38982, -0.39, 25.00, 17.34, -0.09, STANDBY, NONE
38992, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39002, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39012, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
39022, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39032, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39042, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39052, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39062, -0.39, 24.00, 17.34, -0.09, STANDBY, NONE
39072, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39083, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
39093, 0.39, 25.00, 17.39, -0.09, STANDBY, NONE
39103, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39113, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39123, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39133, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39143, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39153, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39163, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39173, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39183, 0.39, 25.00, 17.36, -0.06, STANDBY, NONE
39193, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
39203, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39213, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
39223, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
39233, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
39243, -0.39, 25.00, 17.39, -0.06, STANDBY, NONE
39254, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39264, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
39274, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39284, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39294, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
39304, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39314, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
39324, -0.39, 24.00, 17.36, -0.09, STANDBY, NONE
39334, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
39344, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
39354, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
39364, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
39374, -0.39, 25.00, 17.36, -0.12, STANDBY, NONE
39384, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39394, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39404, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
39414, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39424, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
39434, 0.00, 25.00, 17.36, -0.03, STANDBY, NONE
39444, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
39454, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
39464, 0.00, 24.00, 17.36, -0.12, STANDBY, NONE
39474, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39484, 0.00, 24.00, 17.36, -0.03, STANDBY, NONE
39494, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39504, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
39514, 0.00, 25.00, 17.36, -0.16, STANDBY, NONE
39524, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
39534, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39544, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39554, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39564, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
39574, -0.39, 25.00, 17.34, -0.09, STANDBY, NONE
39584, 0.00, 24.00, 17.39, -0.06, STANDBY, NONE
39595, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39605, 0.00, 25.00, 17.39, -0.12, STANDBY, NONE
39615, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
39625, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
39635, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
39645, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39655, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
39665, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
39675, 0.00, 25.00, 17.31, -0.09, STANDBY, NONE
39685, 0.00, 25.00, 17.42, -0.06, STANDBY, NONE
39695, -0.39, 25.00, 17.39, -0.06, STANDBY, NONE
39705, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39715, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
39725, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
39735, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
39745, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
39755, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
39766, 0.00, 25.00, 17.42, -0.09, STANDBY, NONE
39776, -0.39, 24.00, 17.34, -0.06, STANDBY, NONE
39786, -0.39, 25.00, 17.34, -0.06, STANDBY, NONE
39796, 0.00, 24.00, 17.31, -0.06, STANDBY, NONE
39806, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
39816, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
39826, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
39836, 0.00, 25.00, 17.29, -0.09, STANDBY, NONE
39846, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39856, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
39866, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39876, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
39886, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
39896, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
39906, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
39916, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
39926, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39936, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
39946, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
39956, -0.39, 25.00, 17.34, -0.03, STANDBY, NONE
39966, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
39976, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
39986, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
39996, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
40006, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
40016, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
40026, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
40036, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
40046, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
40056, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40066, 0.39, 25.00, 17.36, -0.09, STANDBY, NONE
40076, 0.39, 25.00, 17.31, -0.09, STANDBY, NONE
40086, 0.39, 24.00, 17.34, -0.09, STANDBY, NONE
40096, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
40107, -0.39, 24.00, 17.36, -0.09, STANDBY, NONE
40117, -0.39, 25.00, 17.34, -0.06, STANDBY, NONE
40127, 0.00, 24.00, 17.34, -0.12, STANDBY, NONE
40137, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
40147, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40157, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
40167, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
40177, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
40187, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40197, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40207, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
40217, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40227, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40237, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
40247, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
40257, 0.39, 25.00, 17.39, -0.06, STANDBY, NONE
40267, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
40278, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40288, -0.39, 25.00, 17.39, -0.09, STANDBY, NONE
40298, 0.00, 25.00, 17.36, -0.03, STANDBY, NONE
40308, 0.00, 25.00, 17.42, -0.09, STANDBY, NONE
40318, 0.00, 25.00, 17.36, -0.12, STANDBY, NONE
40328, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
40338, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40348, 0.39, 25.00, 17.39, -0.09, STANDBY, NONE
40358, 0.00, 24.00, 17.36, -0.03, STANDBY, NONE
40368, 0.00, 25.00, 17.36, -0.03, STANDBY, NONE
40378, 0.00, 24.00, 17.31, -0.06, STANDBY, NONE
40388, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40398, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
40408, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40418, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40428, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40438, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
40448, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
40458, 0.00, 25.00, 17.36, -0.12, STANDBY, NONE
40468, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40478, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
40488, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
40498, 0.39, 25.00, 17.36, -0.09, STANDBY, NONE
40508, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
40518, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
40528, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40538, 0.00, 24.00, 17.31, -0.09, STANDBY, NONE
40548, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
40558, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40568, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
40578, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40588, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40598, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40608, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
40619, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
40629, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40639, -0.39, 25.00, 17.31, -0.09, STANDBY, NONE
40649, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40659, 0.39, 24.00, 17.31, -0.09, STANDBY, NONE
40669, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
40679, -0.39, 25.00, 17.39, -0.09, STANDBY, NONE
40689, 0.00, 25.00, 17.29, -0.09, STANDBY, NONE
40699, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
40709, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
40719, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
40729, 0.00, 24.00, 17.36, -0.09, STANDBY, NONE
40739, 0.39, 25.00, 17.34, -0.06, STANDBY, NONE
40749, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40759, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40769, 0.39, 25.00, 17.31, -0.06, STANDBY, NONE
40779, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
40790, 0.00, 25.00, 17.34, -0.12, STANDBY, NONE
40800, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
40810, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
40820, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
40830, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40840, 0.00, 25.00, 17.42, -0.09, STANDBY, NONE
40850, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
40860, 0.00, 24.00, 17.39, -0.09, STANDBY, NONE
40870, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40880, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40890, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40900, -0.39, 25.00, 17.34, -0.09, STANDBY, NONE
40910, 0.00, 24.00, 17.34, -0.09, STANDBY, NONE
40920, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
40930, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
40940, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
40950, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
40960, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
40970, 0.00, 24.00, 17.34, -0.06, STANDBY, NONE
40980, -0.39, 24.00, 17.36, -0.09, STANDBY, NONE
40990, 0.00, 24.00, 17.36, -0.06, STANDBY, NONE
41000, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
41010, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
41020, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
41030, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
41040, -0.39, 25.00, 17.36, -0.09, STANDBY, NONE
41050, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
41060, 0.00, 25.00, 17.31, -0.09, STANDBY, NONE
41070, -0.39, 25.00, 17.34, -0.09, STANDBY, NONE
41080, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
41090, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
41100, 0.39, 25.00, 17.36, -0.09, STANDBY, NONE
41110, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
41120, 0.00, 25.00, 17.39, -0.06, STANDBY, NONE
41131, 0.00, 24.00, 17.34, -0.12, STANDBY, NONE
41141, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
41151, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
41161, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
41171, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
41181, 0.00, 25.00, 17.39, -0.12, STANDBY, NONE
41191, 0.00, 25.00, 17.34, -0.06, STANDBY, NONE
41201, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
41211, 0.00, 25.00, 17.34, -0.09, STANDBY, NONE
41221, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
41231, 0.00, 25.00, 17.36, -0.09, STANDBY, NONE
41241, 0.39, 25.00, 17.36, -0.06, STANDBY, NONE
41251, 0.00, 25.00, 17.36, -0.06, STANDBY, NONE
41261, 0.00, 25.00, 17.39, -0.09, STANDBY, NONE
41271, -0.39, 25.00, 17.36, -0.06, STANDBY, NONE
