=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 10:26:02 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage, 0ANDBY, NONE
53258, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53268, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53278, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
53288, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
53298, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53308, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53318, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53328, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53338, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53348, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53358, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53368, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53378, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53388, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53398, 1.17, 22.00, 0.08, 0.01, STANDBY, NONE
53408, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53419, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53429, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53439, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53449, 1.56, 22.00, 0.08, 0.01, STANDBY, NONE
53459, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53469, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53479, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53489, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53499, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53509, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53519, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53529, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53539, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53549, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53559, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53569, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53579, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53590, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53600, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53610, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53620, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53630, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53640, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53650, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53660, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
53670, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
53680, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53690, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
53700, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53710, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53720, 1.95, 22.00, 0.00, 0.01, STANDBY, NONE
53730, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53740, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53750, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
53760, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53770, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53780, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53790, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53800, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53810, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53820, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53830, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53840, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53850, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53860, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53870, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53880, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53890, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53900, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53910, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
53920, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53931, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53941, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53951, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53961, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
53971, 1.56, 22.00, 0.08, 0.01, STANDBY, NONE
53981, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
53991, 1.56, 22.00, 0.16, 0.01, STANDBY, NONE
54001, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54011, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54021, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54031, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
54041, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54051, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54061, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54071, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54081, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54091, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54102, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54112, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54122, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54132, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54142, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54152, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54162, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54172, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54182, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54192, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54202, 1.17, 22.00, 0.08, 0.01, STANDBY, NONE
54212, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54222, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54232, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54242, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54252, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54262, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54272, 1.95, 22.00, 0.00, 0.01, STANDBY, NONE
54282, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54292, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54302, 1.17, 22.00, 0.08, 0.01, STANDBY, NONE
54312, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54322, 1.17, 22.00, 0.16, 0.01, STANDBY, NONE
54332, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54342, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54352, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54362, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54372, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54382, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54392, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54402, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54412, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54422, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54432, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54443, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54453, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54463, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54473, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54483, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54493, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54503, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54513, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54523, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54533, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54543, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54553, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54563, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54573, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54583, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54593, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54603, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54614, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54624, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54634, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54644, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54654, 1.95, 22.00, 0.03, 0.01, STANDBY, NONE
54664, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54674, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54684, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54694, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54704, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54714, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54724, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54734, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54744, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54754, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54764, 1.17, 22.00, 0.08, 0.01, STANDBY, NONE
54774, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54784, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54794, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54804, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54814, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54824, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54834, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54844, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54854, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54864, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54874, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54884, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54894, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54904, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54914, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54924, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
54934, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54944, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54955, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54965, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
54975, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
54985, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
54995, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55005, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55015, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55025, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55035, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55045, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55055, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55065, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55075, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55085, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55095, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55105, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55115, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55126, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55136, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55146, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55156, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55166, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55176, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55186, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55196, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55206, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55216, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55226, 1.56, 22.00, 0.08, 0.01, STANDBY, NONE
55236, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55246, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55256, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55266, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55276, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55286, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55296, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55306, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55316, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55326, 1.56, 22.00, 0.16, 0.01, STANDBY, NONE
55336, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55346, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55356, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55366, 1.17, 22.00, 0.03, 0.00, STANDBY, NONE
55376, 1.56, 22.00, 0.03, 0.00, STANDBY, NONE
55386, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55396, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55406, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55416, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55426, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55436, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55446, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55456, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
55467, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55477, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55487, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55497, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55507, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55517, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55527, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55537, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55547, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55557, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55567, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
55577, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55587, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55597, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55607, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55617, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55627, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55638, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55648, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55658, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55668, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55678, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55688, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55698, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55708, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55718, 1.56, 22.00, 0.16, 0.01, STANDBY, NONE
55728, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55738, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55748, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55758, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55768, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55778, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55788, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55798, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55808, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55818, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55828, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55838, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55848, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55858, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55868, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55878, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55888, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55898, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55908, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55918, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
55928, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55938, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55948, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55958, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
55968, 1.17, 22.00, 0.08, 0.01, STANDBY, NONE
55979, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
55989, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
55999, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56009, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56019, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56029, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56039, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56049, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56059, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56069, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56079, 1.56, 22.00, 0.08, 0.01, STANDBY, NONE
56089, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56099, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56109, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56119, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56129, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56139, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56150, 1.17, 22.00, 0.08, 0.01, STANDBY, NONE
56160, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56170, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56180, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56190, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56200, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56210, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56220, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56230, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56240, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56250, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56260, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56270, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56280, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56290, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56300, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56310, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56320, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56330, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56340, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56350, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56360, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56370, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56380, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56390, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56400, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56410, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56420, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56430, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56440, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56450, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56460, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56470, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56480, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56491, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56501, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56511, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56521, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56531, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56541, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56551, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56561, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56571, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56581, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56591, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56601, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56611, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56621, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56631, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56641, 1.56, 22.00, 0.16, 0.01, STANDBY, NONE
56651, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56662, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56672, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56682, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56692, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56702, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56712, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56722, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56732, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56742, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56752, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56762, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56772, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56782, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56792, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56802, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56812, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
56822, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56832, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56842, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56852, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56862, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56872, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56882, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56892, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56902, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56912, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56922, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56932, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56942, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
56952, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56962, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56972, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
56982, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
56992, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57003, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57013, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57023, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
57033, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57043, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57053, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57063, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
57073, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
57083, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57093, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57103, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57113, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57123, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57133, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57143, 1.56, 22.00, 0.08, 0.01, STANDBY, NONE
57153, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57163, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57174, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57184, 1.17, 22.00, 0.08, 0.01, STANDBY, NONE
57194, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57204, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
57214, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57224, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57234, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57244, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57254, 1.56, 22.00, 0.08, 0.02, STANDBY, NONE
57264, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57274, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57284, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
57294, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57304, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57314, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57324, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57334, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57344, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
57354, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57364, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57374, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57384, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57394, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57404, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57414, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
57424, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57434, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57444, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
57454, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
57464, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
57474, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
