=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 10:26:02 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage, 0ANDBY, NONE
200252, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200262, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200272, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200282, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200292, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200302, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
200312, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200322, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
200332, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200342, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200352, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200363, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
200373, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200383, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200393, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200403, 1.95, 22.00, 0.00, 0.01, STANDBY, NONE
200413, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
200423, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
200433, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
200443, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200453, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200463, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200473, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200483, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
200493, 1.56, 22.00, 0.03, 0.00, STANDBY, NONE
200503, 1.17, 22.00, 0.05, 0.00, STANDBY, NONE
200513, 1.17, 22.00, 0.05, 0.00, STANDBY, NONE
200523, 1.17, 22.00, 0.05, 0.00, STANDBY, NONE
200534, 1.17, 22.00, 0.05, 0.00, STANDBY, NONE
200544, 1.17, 22.00, 0.00, 0.00, STANDBY, NONE
200554, 1.17, 22.00, 0.05, 0.00, STANDBY, NONE
200564, 1.17, 22.00, 0.05, 0.00, STANDBY, NONE
200574, 1.56, 22.00, 0.05, 0.00, STANDBY, NONE
200584, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200594, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200604, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
200614, 1.56, 22.00, 0.26, 0.01, STANDBY, NONE
200624, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200634, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200644, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200654, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200664, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200674, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
200684, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
200694, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200704, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
200714, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
200724, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200734, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200744, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
200754, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
200764, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
200774, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200784, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200794, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200804, 1.56, 22.00, 0.05, 0.00, STANDBY, NONE
200814, 1.56, 22.00, 0.05, 0.00, STANDBY, NONE
200824, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
200834, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200844, 1.95, 22.00, 0.00, 0.01, STANDBY, NONE
200854, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200864, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200875, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200885, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
200895, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
200905, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200915, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200925, 1.95, 22.00, 0.05, 0.01, STANDBY, NONE
200935, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200945, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
200955, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200965, 1.95, 22.00, 0.05, 0.01, STANDBY, NONE
200975, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
200985, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
200995, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
201005, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201015, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
201025, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201035, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201046, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201056, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201066, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201076, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201086, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
201096, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201106, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201116, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201126, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201136, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201146, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201156, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201166, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201176, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201186, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
201196, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201206, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
201216, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201226, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
201236, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201246, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201256, 1.56, 22.00, 0.05, 0.02, STANDBY, NONE
201266, 1.17, 22.00, 0.05, 0.02, STANDBY, NONE
201276, 1.56, 22.00, 0.05, 0.02, STANDBY, NONE
201286, 1.56, 22.00, 0.00, 0.02, STANDBY, NONE
201296, 1.17, 22.00, 0.03, 0.02, STANDBY, NONE
201306, 1.95, 22.00, 0.00, 0.02, STANDBY, NONE
201316, 1.56, 22.00, 0.05, 0.02, STANDBY, NONE
201326, 1.56, 22.00, 0.05, 0.02, STANDBY, NONE
201336, 1.56, 22.00, 0.00, 0.02, STANDBY, NONE
201346, 1.17, 22.00, 0.05, 0.02, STANDBY, NONE
201356, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201366, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201376, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201387, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201397, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201407, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
201417, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201427, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201437, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201447, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201457, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201467, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201477, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201487, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201497, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201507, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201517, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201527, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201537, 1.17, 22.00, 0.23, 0.01, STANDBY, NONE
201547, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201558, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201568, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201578, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
201588, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201598, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201608, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201618, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201628, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
201638, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
201648, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201658, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201668, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201678, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201688, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201698, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201708, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201718, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201728, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201738, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201748, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201758, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201768, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
201778, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201788, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
201798, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201808, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201818, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201828, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201838, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
201848, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201858, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201868, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201878, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201888, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
201899, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201909, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201919, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201929, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
201939, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201949, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201959, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
201969, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
201979, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201989, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
201999, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202009, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202019, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202029, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202039, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202049, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202059, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202070, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202080, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202090, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202100, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202110, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202120, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202130, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202140, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202150, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202160, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202170, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202180, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202190, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202200, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202210, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202220, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202230, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202240, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202250, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202260, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202270, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202280, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202290, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202300, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202310, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202320, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202330, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202340, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202350, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202360, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202370, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202380, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202390, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202400, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202411, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202421, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202431, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202441, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202451, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202461, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202471, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202481, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202491, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202501, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202511, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202521, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202531, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202541, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202551, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202561, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202571, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202582, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202592, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202602, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202612, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202622, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202632, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202642, 1.56, 22.00, 0.23, 0.01, STANDBY, NONE
202652, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202662, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202672, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
202682, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202692, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202702, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202712, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202722, 1.56, 22.00, 0.03, 0.02, STANDBY, NONE
202732, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202742, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202752, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202762, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202772, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202782, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202792, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202802, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202812, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202822, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202832, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202842, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
202852, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202862, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202872, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202882, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202892, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202902, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202912, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202923, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202933, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202943, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
202953, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
202963, 1.95, 22.00, 0.05, 0.01, STANDBY, NONE
202973, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
202983, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
202993, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203003, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203013, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203023, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203033, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203043, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
203053, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203063, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203073, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203083, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203094, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203104, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203114, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203124, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203134, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203144, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203154, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203164, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203174, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203184, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203194, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203204, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203214, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203224, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203234, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203244, 1.95, 22.00, 0.05, 0.01, STANDBY, NONE
203254, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203264, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203274, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
203284, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203294, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203304, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203314, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203324, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203334, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203344, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203354, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
203364, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203374, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203384, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203394, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203404, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203414, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
203424, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203435, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203445, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203455, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203465, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203475, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203485, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203495, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203505, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203515, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203525, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203535, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203545, 1.95, 22.00, 0.03, 0.01, STANDBY, NONE
203555, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203565, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
203575, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203585, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203595, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203606, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203616, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203626, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203636, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203646, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203656, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203666, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203676, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203686, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203696, 1.95, 22.00, 0.05, 0.01, STANDBY, NONE
203706, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203716, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203726, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203736, 1.95, 22.00, 0.05, 0.01, STANDBY, NONE
203746, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203756, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203766, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203776, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203786, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203796, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203806, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203816, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203826, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203836, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203846, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203856, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
203866, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203876, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203886, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203896, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203906, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203916, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
203926, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
203936, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
203947, 1.95, 22.00, 0.00, 0.01, STANDBY, NONE
203957, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
203967, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203977, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
203987, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
203997, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204007, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
204017, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204027, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204037, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204047, 1.95, 22.00, 0.05, 0.01, STANDBY, NONE
204057, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
204067, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204077, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
204087, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204097, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204107, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
204118, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
204128, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204138, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204148, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
204158, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
204168, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204178, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
204188, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204198, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
204208, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204218, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204228, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
204238, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
204248, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
204258, 1.17, 22.00, 0.03, 0.01, STANDBY, NONE
204268, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204278, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204288, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204298, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
204308, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
204318, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
204328, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
204338, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204348, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
204358, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
204368, 1.17, 22.00, 0.00, 0.01, STANDBY, NONE
204378, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204388, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
204398, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204408, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
204418, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204428, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204438, 1.56, 22.00, 0.05, 0.01, STANDBY, NONE
204448, 1.56, 22.00, 0.00, 0.01, STANDBY, NONE
204459, 1.17, 22.00, 0.05, 0.01, STANDBY, NONE
204469, 1.56, 22.00, 0.03, 0.01, STANDBY, NONE
