=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.25 10:24:01 =~=~=~=~=~=~=~=~=~=~=~=
31.2130, 0, 0.0000, 0.0000
31.2230, 0, 0.3828, 0.0000
31.2340, 0, 0.7953, 0.0000
31.2430, 0, 1.1293, 0.0000
31.2530, 0, 1.5004, 0.0000
31.2630, 0, 1.8676, 0.0000
31.2730, 0, 2.2387, 0.0000
31.2830, 0, 2.6098, 0.0000
31.2940, 0, 3.0180, 0.0000
31.3030, 0, 3.3731, 0.0000
31.3130, 0, 3.7481, 0.0000
31.3230, 0, 4.1192, 0.0000
31.3330, 0, 4.4942, 0.0000
31.3430, 0, 4.8692, 0.0000
31.3540, 0, 5.2903, 0.0000
31.3630, 0, 5.6454, 0.0000
31.3730, 0, 6.0281, 0.0000
31.3840, 0, 6.4493, 0.0000
31.3930, 0, 6.7973, 0.0000
31.4040, 0, 7.2184, 0.0000
31.4140, 0, 7.6012, 0.0000
31.4240, 0, 7.9840, 0.0000
31.4340, 0, 8.3707, 0.0000
31.4440, 0, 8.7575, 0.0000
31.4540, 0, 9.1442, 0.0000
31.4640, 0, 9.5348, 0.0000
31.4740, 0, 9.9215, 0.0000
31.4840, 0, 10.3082, 0.0000
31.4940, 0, 10.7027, 0.0000
31.5050, 0, 11.1324, 0.0000
31.5140, 0, 11.4840, 0.0000
31.5240, 0, 11.8785, 0.0000
31.5340, 0, 12.2731, 0.0000
31.5440, 0, 12.6676, 0.0000
31.5540, 0, 13.0661, 0.0000
31.5640, 0, 13.4605, 0.0000
31.5760, 0, 13.9340, 0.0000
31.5850, 0, 14.2926, 0.0000
31.5950, 0, 14.6871, 0.0000
31.6060, 0, 15.1211, 0.0000
31.6160, 0, 15.5195, 0.0000
31.6260, 0, 15.9258, 0.0000
31.6350, 0, 16.2844, 0.0000
31.6450, 0, 16.7024, 0.0000
31.6550, 0, 17.1008, 0.0000
31.6650, 0, 17.4993, 0.0000
31.6760, 0, 17.9418, 0.0000
31.6850, 0, 18.3004, 0.0000
31.6950, 0, 18.7027, 0.0000
31.7050, 0, 19.1051, 0.0000
31.7150, 0, 19.5114, 0.0000
31.7260, 0, 19.9539, 0.0000
31.7350, 0, 20.3336, 0.0000
31.7460, 0, 20.7762, 0.0000
31.7550, 0, 21.1418, 0.0000
31.7650, 0, 21.5480, 0.0000
31.7760, 0, 21.9949, 0.0000
31.7850, 0, 22.3571, 0.0000
31.7960, 0, 22.8039, 0.0000
31.8050, 0, 23.1696, 0.0000
31.8150, 0, 23.5719, 0.0000
31.8260, 0, 24.0231, 0.0000
31.8350, 0, 24.3887, 0.0000
31.8460, 0, 24.8399, 0.0000
31.8550, 0, 25.2055, 0.0000
31.8650, 0, 25.6117, 0.0000
31.8750, 0, 26.0219, 0.0000
31.8850, 0, 26.4282, 0.0000
31.8960, 0, 26.8793, 0.0000
31.9050, 0, 27.2485, 0.0000
31.9160, 0, 27.6997, 0.0000
31.9260, 0, 28.1098, 0.0000
31.9360, 0, 28.5161, 0.0000
31.9470, 0, 28.9629, 0.0000
31.9560, 0, 29.3320, 0.0000
31.9670, 0, 29.7832, 0.0000
31.9760, 0, 30.1524, 0.0000
31.9860, 0, 30.5625, 0.0000
31.9970, 0, 31.0137, 0.0000
32.0060, 0, 31.3829, 0.0000
32.0170, 0, 31.8339, 0.0000
32.0260, 0, 32.2032, 0.0000
32.0360, 0, 32.6133, 0.0000
32.0460, 0, 33.0313, 0.0000
32.0560, 0, 33.4414, 0.0000
32.0670, 0, 33.8970, 0.0000
32.0760, 0, 34.2696, 0.0000
32.0870, 0, 34.7208, 0.0000
32.0980, 0, 35.1719, 0.0000
32.1070, 0, 35.5445, 0.0000
32.1170, 0, 35.9586, 0.0000
32.1280, 0, 36.4097, 0.0000
32.1370, 0, 36.7966, 0.0000
32.1470, 0, 37.2106, 0.0000
32.1570, 0, 37.6247, 0.0000
32.1680, 0, 38.0844, 0.0000
32.1770, 0, 38.4570, 0.0000
32.1870, 0, 38.8672, 0.0000
32.1970, 0, 39.2851, 0.0000
32.2070, 0, 39.6954, 0.0000
32.2170, 0, 40.1094, 0.0000
32.2270, 0, 40.5274, 0.0000
32.2380, 0, 40.9828, 0.0000
32.2470, 0, 41.3696, 0.0000
32.2570, 0, 41.7836, 0.0000
32.2670, 0, 42.1976, 0.0000
32.2770, 0, 42.6157, 0.0000
32.2880, 0, 43.0710, 0.0000
32.2970, 0, 43.4438, 0.0000
32.3070, 0, 43.8578, 0.0000
32.3170, 0, 44.2798, 0.0000
32.3270, 0, 44.6938, 0.0000
32.3380, 0, 45.1493, 0.0000
32.3470, 0, 45.5219, 0.0000
32.3580, 0, 45.9817, 0.0000
32.3670, 0, 46.3544, 0.0000
32.3770, 0, 46.7683, 0.0000
32.3870, 0, 47.1825, 0.0000
32.3970, 0, 47.6004, 0.0000
32.4080, 0, 48.0559, 0.0000
32.4170, 0, 48.4321, 0.0000
32.4280, 0, 48.8876, 0.0000
32.4380, 0, 49.3055, 0.0000
32.4480, 0, 49.7236, 0.0000
32.4590, 0, 50.1789, 0.0000
32.4680, 0, 50.5551, 0.0000
32.4780, 0, 50.9692, 0.0000
32.4880, 0, 51.3832, 0.0000
32.4980, 0, 51.8052, 0.0000
32.5090, 0, 52.2605, 0.0000
32.5180, 0, 52.6368, 0.0000
32.5280, 0, 53.0508, 0.0000
32.5380, 0, 53.4687, 0.0000
32.5480, 0, 53.8868, 0.0000
32.5590, 0, 54.3464, 0.0000
32.5680, 0, 54.7403, 0.0000
32.5780, 0, 55.1582, 0.0000
32.5880, 0, 55.5802, 0.0000
32.5990, 0, 56.0356, 0.0000
32.6100, 0, 56.4954, 0.0000
32.6190, 0, 56.8715, 0.0000
32.6290, 0, 57.2896, 0.0000
32.6400, 0, 57.7492, 0.0000
32.6490, 0, 58.1254, 0.0000
32.6600, 0, 58.5895, 0.0000
32.6690, 0, 58.9656, 0.0000
32.6790, 0, 59.3993, 0.0000
32.6890, 0, 59.8172, 0.0000
32.6990, 0, 60.2353, 0.0000
32.7100, 0, 60.6906, 0.0000
32.7190, 0, 61.0669, 0.0000
32.7300, 0, 61.5266, 0.0000
32.7390, 0, 61.9203, 0.0000
32.7490, 0, 62.3423, 0.0000
32.7600, 0, 62.8019, 0.0000
32.7690, 0, 63.1782, 0.0000
32.7790, 0, 63.5961, 0.0000
32.7890, 0, 64.0103, 0.0000
32.7990, 0, 64.4282, 0.0000
32.8110, 0, 64.9298, 0.0000
32.8190, 0, 65.2610, 0.0000
32.8290, 0, 65.6789, 0.0000
32.8390, 0, 66.1126, 0.0000
32.8490, 0, 66.5344, 0.0000
32.8600, 0, 66.9985, 0.0000
32.8690, 0, 67.3746, 0.0000
32.8790, 0, 67.7966, 0.0000
32.8890, 0, 68.2145, 0.0000
32.8990, 0, 68.6324, 0.0000
32.9100, 0, 69.0922, 0.0000
32.9190, 0, 69.4684, 0.0000
32.9290, 0, 69.8864, 0.0000
32.9400, 0, 70.3504, 0.0000
32.9500, 0, 70.7645, 0.0000
32.9610, 0, 71.2242, 0.0000
32.9700, 0, 71.5970, 0.0000
32.9800, 0, 72.0188, 0.0000
32.9900, 0, 72.4368, 0.0000
33.0000, 0, 72.8743, 0.0000
33.0110, 0, 73.3341, 0.0000
33.0200, 0, 73.7137, 0.0000
33.0300, 0, 74.1316, 0.0000
33.0400, 0, 74.5497, 0.0000
33.0500, 0, 74.9676, 0.0000
33.0610, 0, 75.4274, 0.0000
33.0700, 0, 75.8035, 0.0000
33.0800, 0, 76.2216, 0.0000
33.0900, 0, 76.6551, 0.0000
33.1000, 0, 77.0730, 0.0000
33.1110, 0, 77.5372, 0.0000
33.1210, 0, 77.9590, 0.0000
33.1310, 0, 78.3809, 0.0000
33.1410, 0, 78.7988, 0.0000
33.1520, 0, 79.2587, 0.0000
33.1610, 0, 79.6348, 0.0000
33.1710, 0, 80.0528, 0.0000
33.1810, 0, 80.4707, 0.0000
33.1910, 0, 80.9044, 0.0000
33.2010, 0, 81.3223, 0.0000
33.2110, 0, 81.7402, 0.0000
33.2210, 0, 82.1583, 0.0000
33.2310, 0, 82.5762, 0.0000
33.2420, 0, 83.0360, 0.0000
33.2510, 0, 83.4121, 0.0000
33.2610, 0, 83.8302, 0.0000
33.2710, 0, 84.2481, 0.0000
33.2810, 0, 84.6699, 0.0000
33.2920, 0, 85.1297, 0.0000
33.3010, 0, 85.5059, 0.0000
33.3110, 0, 85.9239, 0.0000
33.3210, 0, 86.3457, 0.0000
33.3310, 0, 86.7638, 0.0000
33.3420, 0, 87.2277, 0.0000
33.3510, 0, 87.6111, 0.0000
33.3610, 0, 88.0329, 0.0000
33.3710, 0, 88.4508, 0.0000
33.3810, 0, 88.8688, 0.0000
33.3920, 0, 89.3285, 0.0000
33.4010, 0, 89.7083, 0.0000
33.4110, 0, 90.1301, 0.0000
33.4210, 0, 90.5521, 0.0000
33.4310, 0, 90.9700, 0.0000
33.4420, 0, 91.4298, 0.0000
33.4520, 0, 91.8516, 0.0000
33.4620, 0, 92.2736, 0.0000
33.4730, 0, 92.7375, 0.0000
33.4820, 0, 93.1172, 0.0000
33.4920, 0, 93.5352, 0.0000
33.5020, 0, 93.9570, 0.0000
33.5120, 0, 94.3985, 0.0000
33.5230, 0, 94.8582, 0.0000
33.5320, 0, 95.2521, 0.0000
33.5430, 0, 95.7161, 0.0000
33.5520, 0, 96.0922, 0.0000
33.5620, 0, 96.5141, 0.0000
33.5730, 0, 96.9740, 0.0000
33.5820, 0, 97.3747, 0.0000
33.5930, 0, 97.8387, 0.0000
33.6020, 0, 98.2290, 0.0000
33.6120, 0, 98.6508, 0.0000
33.6240, 0, 99.1524, 0.0000
33.6330, 0, 99.5286, 0.0000
33.6430, 0, 99.9466, 0.0000
33.6540, 0, 100.4106, 0.0000
33.6640, 0, 100.8325, 0.0000
33.6740, 0, 101.2700, 0.0000
33.6830, 0, 101.6461, 0.0000
33.6930, 0, 102.0720, 0.0000
33.7030, 0, 102.4899, 0.0000
33.7130, 0, 102.9118, 0.0000
33.7230, 0, 103.3336, 0.0000
33.7330, 0, 103.7556, 0.0000
33.7430, 0, 104.1774, 0.0000
33.7530, 0, 104.6031, 0.0000
33.7630, 0, 105.0212, 0.0000
33.7730, 0, 105.4469, 0.0000
33.7830, 0, 105.8689, 0.0000
33.7930, 0, 106.2868, 0.0000
33.8030, 0, 106.7048, 0.0000
33.8130, 0, 107.1266, 0.0000
33.8230, 0, 107.5486, 0.0000
33.8330, 0, 107.9704, 0.0000
33.8430, 0, 108.3922, 0.0000
33.8530, 0, 108.8142, 0.0000
33.8640, 0, 109.2738, 0.0000
33.8730, 0, 109.6572, 0.0000
33.8840, 0, 110.1211, 0.0000
33.8930, 0, 110.5009, 0.0000
33.9030, 0, 110.9188, 0.0000
33.9130, 0, 111.3367, 0.0000
33.9230, 0, 111.7587, 0.0000
33.9330, 0, 112.1805, 0.0000
33.9430, 0, 112.6025, 0.0000
33.9530, 0, 113.0243, 0.0000
33.9640, 0, 113.4884, 0.0000
33.9750, 0, 113.9524, 0.0000
33.9840, 0, 114.3322, 0.0000
33.9940, 0, 114.7579, 0.0000
34.0040, 0, 115.1798, 0.0000
34.0140, 0, 115.6056, 0.0000
34.0240, 0, 116.0430, 0.0000
34.0340, 0, 116.4728, 0.0000
