=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 15:36:44 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., VoltageB-0.12, STANDBY, NONE
4427, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4438, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4448, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4458, 529, 25.00, 16.61, -0.13, STANDBY, NONE
4468, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4478, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4488, 530, 24.00, 16.59, -0.14, STANDBY, NONE
4498, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4508, 529, 24.00, 16.56, -0.15, STANDBY, NONE
4518, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4528, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4538, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4548, 530, 24.00, 16.56, -0.13, STANDBY, NONE
4558, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4568, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4578, 529, 25.00, 16.59, -0.14, STANDBY, NONE
4588, 529, 25.00, 16.59, -0.14, STANDBY, NONE
4598, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4608, 530, 24.00, 16.59, -0.14, STANDBY, NONE
4618, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4628, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4638, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4648, 530, 24.00, 16.56, -0.13, STANDBY, NONE
4658, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4668, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4678, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4688, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4698, 529, 24.00, 16.56, -0.13, STANDBY, NONE
4708, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4718, 528, 25.00, 16.61, -0.13, STANDBY, NONE
4728, 530, 24.00, 16.59, -0.14, STANDBY, NONE
4738, 529, 24.00, 16.56, -0.13, STANDBY, NONE
4748, 528, 24.00, 16.59, -0.13, STANDBY, NONE
4758, 529, 24.00, 16.56, -0.13, STANDBY, NONE
4768, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4779, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4789, 530, 25.00, 16.61, -0.13, STANDBY, NONE
4799, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4809, 530, 24.00, 16.59, -0.14, STANDBY, NONE
4819, 529, 25.00, 16.59, -0.15, STANDBY, NONE
4829, 530, 24.00, 16.59, -0.14, STANDBY, NONE
4839, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4849, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4859, 528, 24.00, 16.59, -0.14, STANDBY, NONE
4869, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4879, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4889, 528, 24.00, 16.59, -0.14, STANDBY, NONE
4899, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4909, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4919, 529, 25.00, 16.59, -0.14, STANDBY, NONE
4929, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4939, 529, 24.00, 16.56, -0.14, STANDBY, NONE
4950, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4960, 529, 24.00, 16.61, -0.14, STANDBY, NONE
4970, 529, 24.00, 16.59, -0.14, STANDBY, NONE
4980, 529, 24.00, 16.59, -0.13, STANDBY, NONE
4990, 529, 24.00, 16.59, -0.13, STANDBY, NONE
5000, 530, 24.00, 16.56, -0.13, STANDBY, NONE
5010, 530, 24.00, 16.56, -0.14, STANDBY, NONE
5020, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5030, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5040, 529, 24.00, 16.56, -0.13, STANDBY, NONE
5050, 529, 24.00, 16.56, -0.13, STANDBY, NONE
5060, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5070, 529, 25.00, 16.59, -0.14, STANDBY, NONE
5080, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5090, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5100, 529, 24.00, 16.56, -0.13, STANDBY, NONE
5110, 529, 24.00, 16.56, -0.13, STANDBY, NONE
5120, 528, 24.00, 16.59, -0.14, STANDBY, NONE
5130, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5140, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5150, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5160, 528, 24.00, 16.56, -0.14, STANDBY, NONE
5170, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5180, 529, 24.00, 16.61, -0.14, STANDBY, NONE
5190, 529, 25.00, 16.59, -0.14, STANDBY, NONE
5200, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5210, 529, 25.00, 16.61, -0.14, STANDBY, NONE
5220, 530, 24.00, 16.59, -0.14, STANDBY, NONE
5230, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5240, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5250, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5260, 528, 24.00, 16.59, -0.14, STANDBY, NONE
5270, 528, 24.00, 16.59, -0.14, STANDBY, NONE
5280, 529, 24.00, 16.59, -0.15, STANDBY, NONE
5291, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5301, 529, 25.00, 16.59, -0.15, STANDBY, NONE
5311, 528, 24.00, 16.56, -0.14, STANDBY, NONE
5321, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5331, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5341, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5351, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5361, 530, 24.00, 16.56, -0.14, STANDBY, NONE
5371, 530, 24.00, 16.56, -0.13, STANDBY, NONE
5381, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5391, 528, 24.00, 16.59, -0.14, STANDBY, NONE
5401, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5411, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5421, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5431, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5441, 530, 24.00, 16.59, -0.14, STANDBY, NONE
5451, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5462, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5472, 530, 24.00, 16.56, -0.14, STANDBY, NONE
5482, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5492, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5502, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5512, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5522, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5532, 530, 24.00, 16.56, -0.14, STANDBY, NONE
5542, 528, 24.00, 16.56, -0.14, STANDBY, NONE
5552, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5562, 530, 24.00, 16.59, -0.14, STANDBY, NONE
5572, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5582, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5592, 529, 24.00, 16.56, -0.15, STANDBY, NONE
5602, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5612, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5622, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5632, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5642, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5652, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5662, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5672, 528, 24.00, 16.59, -0.13, STANDBY, NONE
5682, 528, 24.00, 16.56, -0.14, STANDBY, NONE
5692, 530, 24.00, 16.56, -0.13, STANDBY, NONE
5702, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5712, 529, 24.00, 16.56, -0.13, STANDBY, NONE
5722, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5732, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5742, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5752, 530, 24.00, 16.56, -0.14, STANDBY, NONE
5762, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5772, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5782, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5792, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5803, 530, 24.00, 16.56, -0.14, STANDBY, NONE
5813, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5823, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5833, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5843, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5853, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5863, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5873, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5883, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5893, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5903, 529, 24.00, 16.59, -0.13, STANDBY, NONE
5913, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5923, 530, 24.00, 16.59, -0.14, STANDBY, NONE
5933, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5943, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5953, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5963, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5974, 529, 24.00, 16.56, -0.14, STANDBY, NONE
5984, 529, 24.00, 16.59, -0.14, STANDBY, NONE
5994, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6004, 529, 24.00, 16.56, -0.15, STANDBY, NONE
6014, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6024, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6034, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6044, 528, 24.00, 16.56, -0.14, STANDBY, NONE
6054, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6064, 530, 24.00, 16.59, -0.14, STANDBY, NONE
6074, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6084, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6094, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6104, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6114, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6124, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6134, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6144, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6154, 529, 24.00, 16.59, -0.13, STANDBY, NONE
6164, 529, 24.00, 16.59, -0.13, STANDBY, NONE
6174, 529, 24.00, 16.59, -0.13, STANDBY, NONE
6184, 529, 25.00, 16.61, -0.13, STANDBY, NONE
6194, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6204, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6214, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6224, 529, 25.00, 16.61, -0.14, STANDBY, NONE
6234, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6244, 528, 24.00, 16.56, -0.14, STANDBY, NONE
6254, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6264, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6274, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6284, 528, 24.00, 16.59, -0.14, STANDBY, NONE
6294, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6304, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6315, 528, 24.00, 16.56, -0.14, STANDBY, NONE
6325, 529, 25.00, 16.56, -0.14, STANDBY, NONE
6335, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6345, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6355, 529, 24.00, 16.61, -0.14, STANDBY, NONE
6365, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6375, 529, 25.00, 16.59, -0.14, STANDBY, NONE
6385, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6395, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6405, 529, 25.00, 16.59, -0.14, STANDBY, NONE
6415, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6425, 529, 24.00, 16.56, -0.15, STANDBY, NONE
6435, 529, 24.00, 16.56, -0.15, STANDBY, NONE
6445, 529, 24.00, 16.59, -0.15, STANDBY, NONE
6455, 529, 24.00, 16.59, -0.15, STANDBY, NONE
6465, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6475, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6486, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6496, 528, 24.00, 16.56, -0.14, STANDBY, NONE
6506, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6516, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6526, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6536, 528, 24.00, 16.56, -0.14, STANDBY, NONE
6546, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6556, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6566, 529, 25.00, 16.59, -0.14, STANDBY, NONE
6576, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6586, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6596, 529, 24.00, 16.56, -0.13, STANDBY, NONE
6606, 529, 24.00, 16.59, -0.13, STANDBY, NONE
6616, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6626, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6636, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6646, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6656, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6666, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6676, 529, 24.00, 16.59, -0.15, STANDBY, NONE
6686, 529, 25.00, 16.59, -0.14, STANDBY, NONE
6696, 528, 24.00, 16.56, -0.14, STANDBY, NONE
6706, 529, 24.00, 16.59, -0.13, STANDBY, NONE
6716, 529, 25.00, 16.59, -0.13, STANDBY, NONE
6726, 530, 24.00, 16.59, -0.13, STANDBY, NONE
6736, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6746, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6756, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6766, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6776, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6786, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6796, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6806, 529, 23.00, 16.56, -0.14, STANDBY, NONE
6816, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6827, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6837, 529, 25.00, 16.59, -0.14, STANDBY, NONE
6847, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6857, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6867, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6877, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6887, 529, 25.00, 16.61, -0.15, STANDBY, NONE
6897, 529, 24.00, 16.59, -0.15, STANDBY, NONE
6907, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6917, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6927, 530, 24.00, 16.59, -0.14, STANDBY, NONE
6937, 529, 25.00, 16.59, -0.14, STANDBY, NONE
6947, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6957, 529, 24.00, 16.56, -0.15, STANDBY, NONE
6967, 529, 24.00, 16.59, -0.14, STANDBY, NONE
6977, 529, 24.00, 16.56, -0.14, STANDBY, NONE
6987, 529, 24.00, 16.59, -0.13, STANDBY, NONE
6998, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7008, 529, 24.00, 16.59, -0.13, STANDBY, NONE
7018, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7028, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7038, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7048, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7058, 529, 25.00, 16.56, -0.14, STANDBY, NONE
7068, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7078, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7088, 529, 25.00, 16.59, -0.14, STANDBY, NONE
7098, 529, 25.00, 16.56, -0.14, STANDBY, NONE
7108, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7118, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7128, 530, 24.00, 16.59, -0.14, STANDBY, NONE
7138, 529, 25.00, 16.59, -0.14, STANDBY, NONE
7148, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7158, 529, 25.00, 16.59, -0.15, STANDBY, NONE
7168, 529, 24.00, 16.59, -0.15, STANDBY, NONE
7178, 529, 24.00, 16.59, -0.15, STANDBY, NONE
7188, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7198, 529, 25.00, 16.59, -0.14, STANDBY, NONE
7208, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7218, 530, 24.00, 16.59, -0.15, STANDBY, NONE
7228, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7238, 529, 25.00, 16.59, -0.14, STANDBY, NONE
7248, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7258, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7268, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7278, 528, 24.00, 16.59, -0.14, STANDBY, NONE
7288, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7298, 528, 24.00, 16.56, -0.14, STANDBY, NONE
7308, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7318, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7328, 529, 24.00, 16.59, -0.13, STANDBY, NONE
7339, 530, 24.00, 16.56, -0.13, STANDBY, NONE
7349, 529, 24.00, 16.59, -0.13, STANDBY, NONE
7359, 529, 24.00, 16.56, -0.13, STANDBY, NONE
7369, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7379, 530, 24.00, 16.56, -0.14, STANDBY, NONE
7389, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7399, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7409, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7419, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7429, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7439, 529, 24.00, 16.61, -0.14, STANDBY, NONE
7449, 529, 25.00, 16.59, -0.14, STANDBY, NONE
7459, 529, 24.00, 16.59, -0.15, STANDBY, NONE
7469, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7479, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7489, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7499, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7510, 529, 24.00, 16.59, -0.13, STANDBY, NONE
7520, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7530, 529, 24.00, 16.56, -0.13, STANDBY, NONE
7540, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7550, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7560, 529, 25.00, 16.59, -0.14, STANDBY, NONE
7570, 529, 24.00, 16.61, -0.14, STANDBY, NONE
7580, 529, 25.00, 16.61, -0.14, STANDBY, NONE
7590, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7600, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7610, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7620, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7630, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7640, 529, 24.00, 16.56, -0.15, STANDBY, NONE
7650, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7660, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7670, 529, 24.00, 16.61, -0.14, STANDBY, NONE
7680, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7690, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7700, 528, 24.00, 16.56, -0.14, STANDBY, NONE
7710, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7720, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7730, 529, 24.00, 16.56, -0.13, STANDBY, NONE
7740, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7750, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7760, 528, 25.00, 16.56, -0.14, STANDBY, NONE
7770, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7780, 528, 24.00, 16.56, -0.15, STANDBY, NONE
7790, 528, 24.00, 16.56, -0.14, STANDBY, NONE
7800, 528, 24.00, 16.56, -0.14, STANDBY, NONE
7810, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7820, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7830, 530, 24.00, 16.59, -0.14, STANDBY, NONE
7840, 528, 24.00, 16.56, -0.14, STANDBY, NONE
7851, 529, 24.00, 16.56, -0.15, STANDBY, NONE
7861, 529, 24.00, 16.56, -0.15, STANDBY, NONE
7871, 529, 24.00, 16.56, -0.14, STANDBY, NONE
7881, 528, 24.00, 16.56, -0.14, STANDBY, NONE
7891, 529, 25.00, 16.59, -0.14, STANDBY, NONE
7901, 528, 24.00, 16.56, -0.14, STANDBY, NONE
7911, 528, 24.00, 16.56, -0.13, STANDBY, NONE
7921, 529, 24.00, 16.54, -0.13, STANDBY, NONE
7931, 529, 25.00, 16.56, -0.13, STANDBY, NONE
7941, 529, 24.00, 16.59, -0.14, STANDBY, NONE
7951, 529, 25.00, 16.61, -0.14, STANDBY, NONE
7961, 508, 25.00, 15.89, -0.26, STANDBY, NONE
7971, 507, 24.00, 15.92, -0.27, STANDBY, NONE
7981, 507, 24.00, 15.89, -0.35, STANDBY, NONE
7991, 508, 25.00, 15.89, -0.33, STANDBY, NONE
8001, 509, 24.00, 15.92, -0.40, STANDBY, NONE
8011, 508, 24.00, 15.92, -0.40, STANDBY, NONE
8022, 508, 25.00, 15.92, -0.40, STANDBY, NONE
8032, 509, 25.00, 15.86, -0.40, STANDBY, NONE
8042, 509, 24.00, 15.89, -0.40, STANDBY, NONE
8052, 508, 24.00, 15.86, -0.40, STANDBY, NONE
8062, 508, 24.00, 15.86, -0.40, STANDBY, NONE
8072, 509, 24.00, 15.89, -0.40, STANDBY, NONE
8082, 508, 24.00, 15.92, -0.40, STANDBY, NONE
8092, 508, 25.00, 15.89, -0.40, STANDBY, NONE
8102, 509, 24.00, 15.89, -0.40, STANDBY, NONE
8112, 508, 24.00, 15.86, -0.40, STANDBY, NONE
8122, 507, 24.00, 15.92, -0.40, STANDBY, NONE
8132, 509, 24.00, 15.84, -0.40, STANDBY, NONE
8142, 508, 24.00, 15.89, -0.41, STANDBY, NONE
8152, 508, 24.00, 15.86, -0.40, STANDBY, NONE
8162, 508, 24.00, 15.84, -0.40, STANDBY, NONE
8172, 508, 24.00, 15.89, -0.40, STANDBY, NONE
8182, 508, 24.00, 15.86, -0.41, STANDBY, NONE
8192, 508, 25.00, 15.89, -0.41, STANDBY, NONE
8202, 508, 24.00, 15.84, -0.41, STANDBY, NONE
8212, 507, 24.00, 15.84, -0.41, STANDBY, NONE
8222, 508, 24.00, 15.84, -0.41, STANDBY, NONE
8232, 509, 24.00, 15.86, -0.40, STANDBY, NONE
8242, 508, 24.00, 15.84, -0.41, STANDBY, NONE
8252, 509, 24.00, 15.84, -0.41, STANDBY, NONE
8262, 506, 25.00, 15.84, -0.41, STANDBY, NONE
8272, 508, 25.00, 15.86, -0.41, STANDBY, NONE
8282, 508, 24.00, 15.89, -0.41, STANDBY, NONE
8292, 508, 24.00, 15.84, -0.41, STANDBY, NONE
8302, 508, 24.00, 15.84, -0.41, STANDBY, NONE
8312, 508, 25.00, 15.86, -0.41, STANDBY, NONE
8322, 508, 24.00, 15.84, -0.41, STANDBY, NONE
8332, 508, 24.00, 15.84, -0.41, STANDBY, NONE
8342, 509, 24.00, 15.84, -0.41, STANDBY, NONE
8352, 508, 24.00, 15.81, -0.41, STANDBY, NONE
8363, 508, 24.00, 15.84, -0.41, STANDBY, NONE
8373, 508, 24.00, 15.79, -0.41, STANDBY, NONE
8383, 509, 24.00, 15.81, -0.41, STANDBY, NONE
8393, 508, 24.00, 15.81, -0.41, STANDBY, NONE
8403, 509, 24.00, 15.81, -0.41, STANDBY, NONE
8413, 508, 24.00, 15.79, -0.41, STANDBY, NONE
8423, 508, 24.00, 15.81, -0.41, STANDBY, NONE
8433, 508, 25.00, 15.81, -0.41, STANDBY, NONE
8443, 508, 24.00, 15.81, -0.41, STANDBY, NONE
8453, 508, 25.00, 15.81, -0.41, STANDBY, NONE
8463, 507, 24.00, 15.79, -0.41, STANDBY, NONE
8473, 509, 24.00, 15.81, -0.41, STANDBY, NONE
8483, 506, 24.00, 15.79, -0.41, STANDBY, NONE
8493, 506, 24.00, 15.81, -0.41, STANDBY, NONE
8503, 509, 24.00, 15.81, -0.41, STANDBY, NONE
8513, 508, 24.00, 15.81, -0.41, STANDBY, NONE
8523, 507, 24.00, 15.79, -0.41, STANDBY, NONE
8534, 508, 25.00, 15.81, -0.40, STANDBY, NONE
8544, 508, 24.00, 15.81, -0.40, STANDBY, NONE
8554, 509, 24.00, 15.79, -0.40, STANDBY, NONE
8564, 507, 24.00, 15.76, -0.41, STANDBY, NONE
8574, 508, 24.00, 15.79, -0.41, STANDBY, NONE
8584, 508, 24.00, 15.79, -0.42, STANDBY, NONE
8594, 508, 25.00, 15.81, -0.41, STANDBY, NONE
8604, 509, 24.00, 15.79, -0.41, STANDBY, NONE
8614, 507, 24.00, 15.76, -0.41, STANDBY, NONE
8624, 508, 24.00, 15.81, -0.41, STANDBY, NONE
8634, 508, 24.00, 15.79, -0.40, STANDBY, NONE
8644, 509, 24.00, 15.79, -0.40, STANDBY, NONE
8654, 507, 24.00, 15.79, -0.40, STANDBY, NONE
8664, 509, 24.00, 15.73, -0.40, STANDBY, NONE
8674, 509, 24.00, 15.79, -0.40, STANDBY, NONE
8684, 509, 24.00, 15.81, -0.40, STANDBY, NONE
8694, 508, 24.00, 15.76, -0.40, STANDBY, NONE
8704, 506, 24.00, 15.76, -0.40, STANDBY, NONE
8714, 509, 24.00, 15.79, -0.40, STANDBY, NONE
8724, 509, 24.00, 15.76, -0.40, STANDBY, NONE
8734, 506, 24.00, 15.79, -0.40, STANDBY, NONE
8744, 509, 24.00, 15.76, -0.40, STANDBY, NONE
8754, 509, 25.00, 15.79, -0.40, STANDBY, NONE
8764, 510, 24.00, 15.76, -0.40, STANDBY, NONE
8774, 508, 24.00, 15.81, -0.40, STANDBY, NONE
8784, 509, 24.00, 15.79, -0.39, STANDBY, NONE
8794, 509, 24.00, 15.76, -0.39, STANDBY, NONE
8804, 508, 24.00, 15.76, -0.40, STANDBY, NONE
8814, 509, 24.00, 15.76, -0.41, STANDBY, NONE
8824, 508, 24.00, 15.76, -0.41, STANDBY, NONE
8834, 508, 24.00, 15.79, -0.40, STANDBY, NONE
8844, 508, 24.00, 15.76, -0.40, STANDBY, NONE
8854, 508, 24.00, 15.73, -0.39, STANDBY, NONE
8864, 509, 24.00, 15.76, -0.39, STANDBY, NONE
8875, 509, 24.00, 15.76, -0.39, STANDBY, NONE
8885, 509, 24.00, 15.76, -0.38, STANDBY, NONE
8895, 509, 24.00, 15.76, -0.38, STANDBY, NONE
8905, 507, 24.00, 15.79, -0.38, STANDBY, NONE
8915, 509, 24.00, 15.76, -0.38, STANDBY, NONE
