=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 15:36:44 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., VoltageB-0.12, STANDBY, NONE
8925, 509, 25.00, 15.76, -0.38, STANDBY, NONE
8935, 510, 24.00, 15.73, -0.38, STANDBY, NONE
8945, 509, 24.00, 15.76, -0.38, STANDBY, NONE
8955, 509, 24.00, 15.73, -0.38, STANDBY, NONE
8965, 509, 24.00, 15.71, -0.38, STANDBY, NONE
8975, 508, 24.00, 15.76, -0.39, STANDBY, NONE
8985, 509, 24.00, 15.73, -0.39, STANDBY, NONE
8995, 509, 24.00, 15.73, -0.39, STANDBY, NONE
9005, 509, 24.00, 15.76, -0.38, STANDBY, NONE
9015, 509, 24.00, 15.76, -0.38, STANDBY, NONE
9025, 509, 24.00, 15.73, -0.39, STANDBY, NONE
9035, 509, 24.00, 15.71, -0.39, STANDBY, NONE
9046, 507, 24.00, 15.73, -0.39, STANDBY, NONE
9056, 509, 25.00, 15.73, -0.39, STANDBY, NONE
9066, 509, 24.00, 15.73, -0.39, STANDBY, NONE
9076, 509, 24.00, 15.73, -0.39, STANDBY, NONE
9086, 507, 24.00, 15.73, -0.38, STANDBY, NONE
9096, 509, 24.00, 15.73, -0.38, STANDBY, NONE
9106, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9116, 509, 24.00, 15.71, -0.39, STANDBY, NONE
9126, 507, 24.00, 15.71, -0.38, STANDBY, NONE
9136, 509, 24.00, 15.73, -0.38, STANDBY, NONE
9146, 509, 24.00, 15.73, -0.38, STANDBY, NONE
9156, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9166, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9176, 509, 24.00, 15.73, -0.38, STANDBY, NONE
9186, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9196, 507, 24.00, 15.71, -0.38, STANDBY, NONE
9206, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9216, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9226, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9236, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9246, 509, 25.00, 15.73, -0.39, STANDBY, NONE
9256, 509, 24.00, 15.71, -0.39, STANDBY, NONE
9266, 509, 24.00, 15.71, -0.39, STANDBY, NONE
9276, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9286, 509, 24.00, 15.73, -0.39, STANDBY, NONE
9296, 509, 24.00, 15.71, -0.39, STANDBY, NONE
9306, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9316, 509, 25.00, 15.71, -0.38, STANDBY, NONE
9326, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9336, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9346, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9356, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9366, 509, 24.00, 15.66, -0.39, STANDBY, NONE
9376, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9387, 509, 24.00, 15.71, -0.38, STANDBY, NONE
9397, 508, 25.00, 15.73, -0.38, STANDBY, NONE
9407, 509, 24.00, 15.68, -0.39, STANDBY, NONE
9417, 507, 24.00, 15.68, -0.39, STANDBY, NONE
9427, 509, 24.00, 15.71, -0.39, STANDBY, NONE
9437, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9447, 507, 24.00, 15.71, -0.38, STANDBY, NONE
9457, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9467, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9477, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9487, 509, 24.00, 15.68, -0.37, STANDBY, NONE
9497, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9507, 508, 24.00, 15.68, -0.39, STANDBY, NONE
9517, 509, 24.00, 15.68, -0.39, STANDBY, NONE
9527, 509, 24.00, 15.66, -0.39, STANDBY, NONE
9537, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9547, 509, 24.00, 15.66, -0.38, STANDBY, NONE
9558, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9568, 509, 25.00, 15.66, -0.38, STANDBY, NONE
9578, 509, 24.00, 15.68, -0.39, STANDBY, NONE
9588, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9598, 509, 24.00, 15.66, -0.38, STANDBY, NONE
9608, 509, 24.00, 15.66, -0.38, STANDBY, NONE
9618, 510, 24.00, 15.66, -0.38, STANDBY, NONE
9628, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9638, 509, 24.00, 15.68, -0.38, STANDBY, NONE
9648, 507, 24.00, 15.66, -0.38, STANDBY, NONE
9658, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9668, 509, 24.00, 15.66, -0.38, STANDBY, NONE
9678, 509, 24.00, 15.66, -0.38, STANDBY, NONE
9688, 507, 24.00, 15.63, -0.38, STANDBY, NONE
9698, 509, 24.00, 15.66, -0.38, STANDBY, NONE
9708, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9718, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9728, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9738, 509, 24.00, 15.66, -0.38, STANDBY, NONE
9748, 509, 24.00, 15.60, -0.38, STANDBY, NONE
9758, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9768, 509, 24.00, 15.63, -0.37, STANDBY, NONE
9778, 509, 24.00, 15.66, -0.38, STANDBY, NONE
9788, 507, 24.00, 15.66, -0.37, STANDBY, NONE
9798, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9808, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9818, 507, 25.00, 15.66, -0.39, STANDBY, NONE
9828, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9838, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9848, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9858, 509, 25.00, 15.66, -0.38, STANDBY, NONE
9868, 509, 24.00, 15.60, -0.38, STANDBY, NONE
9878, 509, 24.00, 15.63, -0.38, STANDBY, NONE
9888, 510, 24.00, 15.66, -0.38, STANDBY, NONE
9899, 509, 24.00, 15.63, -0.39, STANDBY, NONE
9909, 508, 24.00, 15.60, -0.38, STANDBY, NONE
9919, 509, 24.00, 15.60, -0.38, STANDBY, NONE
9929, 509, 24.00, 15.60, -0.38, STANDBY, NONE
9939, 509, 24.00, 15.63, -0.39, STANDBY, NONE
9949, 509, 24.00, 15.63, -0.39, STANDBY, NONE
9959, 509, 24.00, 15.63, -0.39, STANDBY, NONE
9969, 507, 24.00, 15.60, -0.39, ALARM, LOW_FC_CURRENT
9979, 509, 24.00, 15.63, -0.39, ALARM, LOW_FC_CURRENT
9989, 509, 24.00, 15.63, -0.39, ALARM, LOW_FC_CURRENT
9999, 510, 25.00, 15.63, -0.39, ALARM, LOW_FC_CURRENT
10009, 508, 25.00, 15.63, -0.39, ALARM, LOW_FC_CURRENT
10019, 509, 25.00, 15.63, -0.39, ALARM, LOW_FC_CURRENT
10029, 509, 24.00, 15.60, -0.40, ALARM, LOW_FC_CURRENT
10039, 507, 24.00, 15.63, -0.40, ALARM, LOW_FC_CURRENT
10049, 507, 24.00, 15.63, -0.39, ALARM, LOW_FC_CURRENT
10059, 507, 24.00, 15.60, -0.39, ALARM, LOW_FC_CURRENT
10070, 509, 24.00, 15.60, -0.39, ALARM, LOW_FC_CURRENT
10080, 509, 24.00, 15.63, -0.39, ALARM, LOW_FC_CURRENT
10090, 508, 24.00, 15.63, -0.39, ALARM, LOW_FC_CURRENT
10100, 508, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10110, 508, 24.00, 15.60, -0.39, ALARM, LOW_FC_CURRENT
10120, 509, 24.00, 15.55, -0.40, ALARM, LOW_FC_CURRENT
10130, 509, 24.00, 15.58, -0.40, ALARM, LOW_FC_CURRENT
10140, 508, 24.00, 15.63, -0.40, ALARM, LOW_FC_CURRENT
10150, 508, 25.00, 15.60, -0.39, ALARM, LOW_FC_CURRENT
10160, 509, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10170, 509, 24.00, 15.58, -0.38, ALARM, LOW_FC_CURRENT
10180, 508, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10190, 508, 24.00, 15.60, -0.39, ALARM, LOW_FC_CURRENT
10200, 509, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10210, 509, 25.00, 15.60, -0.38, ALARM, LOW_FC_CURRENT
10220, 510, 24.00, 15.60, -0.39, ALARM, LOW_FC_CURRENT
10230, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10240, 508, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10250, 508, 25.00, 15.58, -0.38, ALARM, LOW_FC_CURRENT
10260, 508, 24.00, 15.60, -0.38, ALARM, LOW_FC_CURRENT
10270, 509, 25.00, 15.60, -0.38, ALARM, LOW_FC_CURRENT
10280, 509, 24.00, 15.58, -0.38, ALARM, LOW_FC_CURRENT
10290, 507, 24.00, 15.58, -0.37, ALARM, LOW_FC_CURRENT
10300, 507, 24.00, 15.60, -0.37, ALARM, LOW_FC_CURRENT
10310, 509, 24.00, 15.58, -0.38, ALARM, LOW_FC_CURRENT
10320, 509, 24.00, 15.60, -0.38, ALARM, LOW_FC_CURRENT
10330, 509, 24.00, 15.60, -0.38, ALARM, LOW_FC_CURRENT
10340, 510, 24.00, 15.60, -0.38, ALARM, LOW_FC_CURRENT
10350, 509, 24.00, 15.58, -0.38, ALARM, LOW_FC_CURRENT
10360, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10370, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10380, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10390, 508, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10400, 507, 24.00, 15.60, -0.38, ALARM, LOW_FC_CURRENT
10411, 509, 25.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10421, 509, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10431, 509, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10441, 509, 25.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10451, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10461, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10471, 509, 25.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10481, 508, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10491, 508, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10501, 509, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10511, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10521, 509, 24.00, 15.58, -0.38, ALARM, LOW_FC_CURRENT
10531, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10541, 507, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10551, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10561, 509, 24.00, 15.58, -0.38, ALARM, LOW_FC_CURRENT
10571, 507, 24.00, 15.58, -0.38, ALARM, LOW_FC_CURRENT
10582, 507, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10592, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10602, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10612, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10622, 509, 24.00, 15.58, -0.39, ALARM, LOW_FC_CURRENT
10632, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10642, 507, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10652, 510, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10662, 510, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10672, 508, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10682, 509, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10692, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10702, 509, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
10712, 509, 25.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10722, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
10732, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10742, 509, 24.00, 15.50, -0.38, ALARM, LOW_FC_CURRENT
10752, 509, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10762, 510, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10772, 509, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10782, 509, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10792, 509, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10802, 507, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10812, 507, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10822, 508, 25.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10832, 508, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10842, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10852, 509, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10862, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
10872, 509, 25.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
10882, 509, 25.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10892, 510, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
10902, 510, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10912, 509, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10923, 509, 24.00, 15.55, -0.39, ALARM, LOW_FC_CURRENT
10933, 509, 24.00, 15.53, -0.40, ALARM, LOW_FC_CURRENT
10943, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
10953, 508, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
10963, 510, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10973, 508, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
10983, 509, 24.00, 15.55, -0.38, ALARM, LOW_FC_CURRENT
10993, 506, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
11003, 510, 24.00, 15.50, -0.38, ALARM, LOW_FC_CURRENT
11013, 508, 25.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
11023, 509, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11033, 508, 25.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11043, 508, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
11053, 510, 25.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11063, 509, 25.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
11073, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11083, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11094, 508, 25.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
11104, 508, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
11114, 508, 25.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
11124, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11134, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11144, 507, 25.00, 15.50, -0.38, ALARM, LOW_FC_CURRENT
11154, 509, 24.00, 15.50, -0.38, ALARM, LOW_FC_CURRENT
11164, 509, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
11174, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11184, 507, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11194, 509, 25.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11204, 509, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
11214, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11224, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11234, 509, 24.00, 15.53, -0.39, ALARM, LOW_FC_CURRENT
11244, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11254, 510, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11264, 507, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11274, 507, 24.00, 15.50, -0.38, ALARM, LOW_FC_CURRENT
11284, 509, 24.00, 15.50, -0.38, ALARM, LOW_FC_CURRENT
11294, 509, 24.00, 15.53, -0.38, ALARM, LOW_FC_CURRENT
11304, 507, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11314, 508, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11324, 509, 25.00, 15.48, -0.40, ALARM, LOW_FC_CURRENT
11334, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11344, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11354, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11364, 507, 24.00, 15.50, -0.40, ALARM, LOW_FC_CURRENT
11374, 508, 24.00, 15.48, -0.40, ALARM, LOW_FC_CURRENT
11384, 508, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11394, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11404, 509, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11414, 508, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11424, 509, 24.00, 15.45, -0.40, ALARM, LOW_FC_CURRENT
11435, 509, 24.00, 15.48, -0.40, ALARM, LOW_FC_CURRENT
11445, 509, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11455, 509, 25.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11465, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
11475, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11485, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11495, 509, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11505, 509, 24.00, 15.48, -0.37, ALARM, LOW_FC_CURRENT
11515, 510, 24.00, 15.50, -0.37, ALARM, LOW_FC_CURRENT
11525, 509, 24.00, 15.48, -0.37, ALARM, LOW_FC_CURRENT
11535, 509, 24.00, 15.50, -0.38, ALARM, LOW_FC_CURRENT
11545, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11555, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11565, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11575, 508, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11585, 510, 24.00, 15.50, -0.39, ALARM, LOW_FC_CURRENT
11595, 510, 25.00, 15.45, -0.40, ALARM, LOW_FC_CURRENT
11606, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11616, 510, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11626, 510, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11636, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11646, 508, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11656, 508, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11666, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11676, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11686, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11696, 510, 25.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11706, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11716, 509, 25.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11726, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11736, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11746, 508, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11756, 510, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11766, 507, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11776, 507, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11786, 508, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11796, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11806, 508, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11816, 509, 25.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11826, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11836, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
11846, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11856, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11866, 508, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11876, 507, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11886, 508, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11896, 507, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11906, 509, 25.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11916, 509, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
11926, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11936, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
11947, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11957, 509, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11967, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11977, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
11987, 510, 24.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
11997, 507, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12007, 508, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
12017, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12027, 510, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12037, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12047, 510, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12057, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12067, 507, 24.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
12077, 508, 25.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12087, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12097, 509, 25.00, 15.45, -0.40, ALARM, LOW_FC_CURRENT
12107, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12118, 510, 25.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12128, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12138, 508, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12148, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12158, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12168, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12178, 509, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12188, 510, 25.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12198, 510, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12208, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12218, 510, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12228, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12238, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12248, 510, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12258, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12268, 510, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12278, 509, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12288, 507, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12298, 509, 24.00, 15.40, -0.38, ALARM, LOW_FC_CURRENT
12308, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12318, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12328, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12338, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12348, 508, 25.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12358, 509, 25.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12368, 509, 24.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12378, 509, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12388, 508, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12398, 508, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12408, 507, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12418, 509, 24.00, 15.42, -0.40, ALARM, LOW_FC_CURRENT
12428, 509, 24.00, 15.42, -0.40, ALARM, LOW_FC_CURRENT
12438, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12448, 509, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12459, 509, 25.00, 15.48, -0.38, ALARM, LOW_FC_CURRENT
12469, 509, 25.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12479, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12489, 508, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12499, 509, 25.00, 15.45, -0.40, ALARM, LOW_FC_CURRENT
12509, 509, 25.00, 15.45, -0.40, ALARM, LOW_FC_CURRENT
12519, 509, 24.00, 15.42, -0.40, ALARM, LOW_FC_CURRENT
12529, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12539, 509, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12549, 509, 25.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12559, 509, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12569, 510, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12579, 510, 25.00, 15.48, -0.39, ALARM, LOW_FC_CURRENT
12589, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12599, 510, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
12609, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12619, 509, 24.00, 15.45, -0.39, ALARM, LOW_FC_CURRENT
12630, 509, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12640, 509, 24.00, 15.40, -0.39, ALARM, LOW_FC_CURRENT
12650, 507, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12660, 510, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12670, 509, 24.00, 15.42, -0.38, ALARM, LOW_FC_CURRENT
12680, 507, 24.00, 15.42, -0.39, ALARM, LOW_FC_CURRENT
12690, 508, 25.00, 15.45, -0.38, ALARM, LOW_FC_CURRENT
12700, 509, 24.00, 15.37, -0.39, ALARM, LOW_FC_CURRENT
