=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.25 10:30:18 =~=~=~=~=~=~=~=~=~=~=~=
8.1330, 0, 0.0000, 0.0000, 14.29
8.1430, 0, 0.5273, 0.0000, 13.07
8.1530, 0, 1.0312, 0.0000, 12.65
8.1630, 0, 1.5390, 0.0000, 12.45
8.1730, 0, 2.0391, 0.0000, 12.19
8.1830, 0, 2.5234, 0.0000, 12.03
8.1940, 0, 3.0434, 0.0000, 11.98
8.2040, 0, 3.5160, 0.0000, 11.90
8.2140, 0, 3.9847, 0.0000, 11.90
8.2240, 0, 4.4574, 0.0000, 11.85
8.2350, 0, 4.9730, 0.0000, 11.88
8.2430, 0, 5.3668, 0.0000, 11.90
8.2530, 0, 5.8512, 0.0000, 11.77
8.2630, 0, 6.3355, 0.0000, 11.80
8.2730, 0, 6.8238, 0.0000, 11.96
8.2830, 0, 7.2926, 0.0000, 11.70
8.2930, 0, 7.7574, 0.0000, 11.75
8.3030, 0, 8.2262, 0.0000, 11.75
8.3130, 0, 8.6910, 0.0000, 11.80
8.3230, 0, 9.1558, 0.0000, 11.67
8.3330, 0, 9.6207, 0.0000, 11.77
8.3430, 0, 10.0855, 0.0000, 11.75
8.3540, 0, 10.5969, 0.0000, 11.70
8.3650, 0, 11.1125, 0.0000, 11.70
8.3740, 0, 11.5379, 0.0000, 11.70
8.3840, 0, 12.0027, 0.0000, 11.67
8.3940, 0, 12.4676, 0.0000, 11.72
8.4040, 0, 12.9324, 0.0000, 11.67
8.4150, 0, 13.4480, 0.0000, 11.70
8.4250, 0, 13.9129, 0.0000, 11.75
8.4340, 0, 14.3312, 0.0000, 11.65
8.4440, 0, 14.8000, 0.0000, 11.75
8.4540, 0, 15.2648, 0.0000, 11.70
8.4640, 0, 15.7297, 0.0000, 11.72
8.4750, 0, 16.2410, 0.0000, 11.67
8.4850, 0, 16.7058, 0.0000, 11.72
8.4940, 0, 17.1383, 0.0000, 11.80
8.5040, 0, 17.6265, 0.0000, 11.70
8.5140, 0, 18.0992, 0.0000, 11.75
8.5240, 0, 18.5680, 0.0000, 11.67
8.5350, 0, 19.0793, 0.0000, 11.70
8.5460, 0, 19.5949, 0.0000, 11.67
8.5560, 0, 20.0597, 0.0000, 11.75
8.5660, 0, 20.5246, 0.0000, 11.70
8.5760, 0, 21.0129, 0.0000, 11.67
8.5850, 0, 21.4312, 0.0000, 11.67
8.5950, 0, 21.8961, 0.0000, 11.70
8.6050, 0, 22.3609, 0.0000, 11.80
8.6150, 0, 22.8258, 0.0000, 11.72
8.6260, 0, 23.3371, 0.0000, 11.67
8.6350, 0, 23.7555, 0.0000, 11.72
8.6450, 0, 24.2242, 0.0000, 11.70
8.6550, 0, 24.6851, 0.0000, 11.70
8.6650, 0, 25.1695, 0.0000, 11.80
8.6750, 0, 25.6539, 0.0000, 11.70
8.6860, 0, 26.1652, 0.0000, 11.72
8.6960, 0, 26.6301, 0.0000, 11.70
8.7050, 0, 27.0484, 0.0000, 11.70
8.7150, 0, 27.5172, 0.0000, 11.67
8.7250, 0, 27.9820, 0.0000, 11.67
8.7350, 0, 28.4468, 0.0000, 11.72
8.7470, 0, 29.0047, 0.0000, 11.70
8.7550, 0, 29.3797, 0.0000, 11.77
8.7650, 0, 29.8641, 0.0000, 11.80
8.7750, 0, 30.3484, 0.0000, 11.72
8.7850, 0, 30.8211, 0.0000, 11.72
8.7950, 0, 31.2859, 0.0000, 11.72
8.8050, 0, 31.7508, 0.0000, 11.67
8.8160, 0, 32.2621, 0.0000, 11.72
8.8260, 0, 32.7348, 0.0000, 11.70
8.8350, 0, 33.1531, 0.0000, 11.67
8.8450, 0, 33.6180, 0.0000, 11.70
8.8550, 0, 34.0828, 0.0000, 11.70
8.8650, 0, 34.5515, 0.0000, 11.75
8.8770, 0, 35.1094, 0.0000, 11.70
8.8870, 0, 35.5742, 0.0000, 11.72
8.8960, 0, 36.0101, 0.0000, 11.72
8.9060, 0, 36.4750, 0.0000, 11.72
8.9160, 0, 36.9398, 0.0000, 11.72
8.9260, 0, 37.4203, 0.0000, 11.80
8.9360, 0, 37.9047, 0.0000, 11.72
8.9460, 0, 38.3734, 0.0000, 11.72
8.9570, 0, 38.8847, 0.0000, 11.72
8.9660, 0, 39.3172, 0.0000, 11.70
8.9760, 0, 39.7859, 0.0000, 11.70
8.9860, 0, 40.2508, 0.0000, 11.75
8.9960, 0, 40.7156, 0.0000, 11.70
9.0070, 0, 41.2269, 0.0000, 11.70
9.0170, 0, 41.6918, 0.0000, 11.72
9.0270, 0, 42.1567, 0.0000, 11.72
9.0360, 0, 42.5856, 0.0000, 11.85
9.0470, 0, 43.1184, 0.0000, 11.72
9.0570, 0, 43.5910, 0.0000, 11.72
9.0670, 0, 44.0559, 0.0000, 11.72
9.0770, 0, 44.5207, 0.0000, 11.75
9.0880, 0, 45.0320, 0.0000, 11.72
9.0980, 0, 45.5203, 0.0000, 11.75
9.1070, 0, 45.9387, 0.0000, 11.72
9.1170, 0, 46.4035, 0.0000, 11.75
9.1270, 0, 46.8684, 0.0000, 11.70
9.1370, 0, 47.3332, 0.0000, 11.72
9.1470, 0, 47.7981, 0.0000, 11.70
9.1580, 0, 48.3094, 0.0000, 11.67
9.1680, 0, 48.7742, 0.0000, 11.75
9.1770, 0, 49.2066, 0.0000, 11.70
9.1870, 0, 49.6754, 0.0000, 11.77
9.1970, 0, 50.1597, 0.0000, 11.90
9.2070, 0, 50.6480, 0.0000, 11.75
9.2180, 0, 51.1594, 0.0000, 11.72
9.2280, 0, 51.6242, 0.0000, 11.70
9.2370, 0, 52.0426, 0.0000, 11.72
9.2470, 0, 52.5113, 0.0000, 11.72
9.2570, 0, 52.9762, 0.0000, 11.72
9.2670, 0, 53.4449, 0.0000, 11.75
9.2770, 0, 53.9098, 0.0000, 11.77
9.2880, 0, 54.4254, 0.0000, 11.70
9.2980, 0, 54.8942, 0.0000, 11.72
9.3070, 0, 55.3125, 0.0000, 11.72
9.3170, 0, 55.7813, 0.0000, 11.70
9.3270, 0, 56.2461, 0.0000, 11.70
9.3370, 0, 56.7109, 0.0000, 11.70
9.3480, 0, 57.2223, 0.0000, 11.72
9.3580, 0, 57.6871, 0.0000, 11.72
9.3670, 0, 58.1055, 0.0000, 11.72
9.3770, 0, 58.5703, 0.0000, 11.75
9.3880, 0, 59.0859, 0.0000, 11.72
9.3980, 0, 59.5547, 0.0000, 11.77
9.4080, 0, 60.0195, 0.0000, 11.70
9.4180, 0, 60.4844, 0.0000, 11.72
9.4300, 0, 61.0422, 0.0000, 11.75
9.4380, 0, 61.4172, 0.0000, 11.75
9.4480, 0, 61.8781, 0.0000, 11.67
9.4580, 0, 62.3430, 0.0000, 11.83
9.4680, 0, 62.8235, 0.0000, 11.90
9.4790, 0, 63.3391, 0.0000, 11.75
9.4890, 0, 63.8039, 0.0000, 11.67
9.4990, 0, 64.2687, 0.0000, 11.80
9.5080, 0, 64.6907, 0.0000, 11.67
9.5180, 0, 65.1789, 0.0000, 11.77
9.5280, 0, 65.6477, 0.0000, 11.70
9.5380, 0, 66.1125, 0.0000, 11.77
9.5490, 0, 66.6238, 0.0000, 11.75
9.5600, 0, 67.1352, 0.0000, 11.77
9.5690, 0, 67.5711, 0.0000, 11.83
9.5790, 0, 68.0594, 0.0000, 11.72
9.5890, 0, 68.5281, 0.0000, 11.75
9.6000, 0, 69.0395, 0.0000, 11.72
9.6090, 0, 69.4578, 0.0000, 11.75
9.6200, 0, 69.9692, 0.0000, 11.77
9.6300, 0, 70.4496, 0.0000, 11.85
9.6400, 0, 70.9418, 0.0000, 11.77
9.6490, 0, 71.3602, 0.0000, 11.72
9.6590, 0, 71.8250, 0.0000, 11.80
9.6690, 0, 72.2859, 0.0000, 11.72
9.6790, 0, 72.7508, 0.0000, 11.75
9.6900, 0, 73.2664, 0.0000, 11.72
9.6990, 0, 73.6848, 0.0000, 11.75
9.7090, 0, 74.1496, 0.0000, 11.80
9.7190, 0, 74.6145, 0.0000, 11.80
9.7290, 0, 75.0793, 0.0000, 11.75
9.7390, 0, 75.5442, 0.0000, 11.77
9.7500, 0, 76.0555, 0.0000, 11.75
9.7600, 0, 76.5242, 0.0000, 11.72
9.7690, 0, 76.9426, 0.0000, 11.77
9.7790, 0, 77.4270, 0.0000, 11.85
9.7890, 0, 77.9113, 0.0000, 11.77
9.7990, 0, 78.3840, 0.0000, 11.77
9.8090, 0, 78.8488, 0.0000, 11.72
9.8200, 0, 79.3601, 0.0000, 11.85
9.8290, 0, 79.7785, 0.0000, 11.72
9.8390, 0, 80.2433, 0.0000, 11.80
9.8490, 0, 80.7082, 0.0000, 11.70
9.8590, 0, 81.1730, 0.0000, 11.70
9.8690, 0, 81.6379, 0.0000, 11.75
9.8800, 0, 82.1492, 0.0000, 11.72
9.8900, 0, 82.6180, 0.0000, 11.75
9.9000, 0, 83.0828, 0.0000, 11.75
9.9100, 0, 83.5476, 0.0000, 11.77
9.9200, 0, 84.0125, 0.0000, 11.75
9.9300, 0, 84.4812, 0.0000, 11.70
9.9400, 0, 84.9460, 0.0000, 11.72
