=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.26 10:51:08 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage, Pr23.00, 16.28, 0.75, ALARM, HIGH_FC_PRES
2198, 0.39, 24.00, 17.42, 0.72, ALARM, HIGH_FC_PRES
2208, 0.39, 24.00, 17.42, 0.72, ALARM, HIGH_FC_PRES
2219, 0.39, 24.00, 17.42, 0.72, ALARM, HIGH_FC_PRES
2229, 0.00, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2239, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2249, 0.39, 24.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2259, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2269, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2279, 0.39, 24.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2289, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2299, 0.00, 24.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2309, 0.00, 24.00, 17.44, 0.73, ALARM, HIGH_FC_PRES
2319, 0.39, 24.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2329, 0.39, 24.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2339, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2349, 0.39, 24.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2359, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2369, 0.39, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2379, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2390, 0.78, 24.00, 17.47, 0.71, ALARM, HIGH_FC_PRES
2400, 0.00, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2410, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2420, 0.00, 23.00, 17.44, 0.72, ALARM, HIGH_FC_PRES
2430, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2440, 0.39, 24.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2450, 0.39, 23.00, 17.47, 0.72, ALARM, HIGH_FC_PRES
2460, 0.39, 24.00, 17.47, 0.73, ALARM, HIGH_FC_PRES
2470, 0.39, 23.00, 17.47, 0.73, ALARM, HIGH_FC_PRES
