=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.20 13:11:45 =~=~=~=~=~=~=~=~=~=~=~=
Millis, Current, Temp., Voltage, PN0, 0.00, 24.00, 17.26, 0.03, STANDBY, NONE
7851, 0.39, 24.00, 17.26, 0.06, STANDBY, NONE
4.00, 17.26, 0.03, STANDBY, NONE
7840, 0.00, 24.00, 17.26, 0.03, STANDBY, NONE
7851, 0.39, 24.00, 17.26, 0.06, STANDBY, NONE
4.00, 17.26, 0.03, STANDBY, NONE
7840, 0.00, 24.00, 17.26, 0.03, STANDBY, NONE
7851, 0.39, 24.00, 17.26, 0.06, STANDBY, NONE
Millis, Current, Temp., Voltage, Press., State, Alarm
100, -0.39, 24.00, 17.26, 0.09, STANDBY, NONE
110, 0.00, 24.00, 17.24, 0.06, STANDBY, NONE
120, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
130, 0.00, 24.00, 17.24, 0.06, STANDBY, NONE
140, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
150, 0.00, 24.00, 17.26, 0.06, STANDBY, NONE
160, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
171, 0.00, 24.00, 17.24, 0.06, STANDBY, NONE
181, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
191, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
201, -0.39, 24.00, 17.24, 0.03, STANDBY, NONE
211, 0.00, 24.00, 17.24, 0.00, STANDBY, NONE
221, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
231, 0.00, 24.00, 17.26, 0.03, STANDBY, NONE
241, -0.39, 24.00, 17.24, 0.03, STANDBY, NONE
251, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
261, 0.00, 24.00, 17.24, 0.00, STANDBY, NONE
271, -0.39, 24.00, 17.26, 0.03, STANDBY, NONE
281, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
291, -0.39, 24.00, 17.24, 0.03, STANDBY, NONE
301, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
311, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
321, 0.00, 24.00, 17.26, 0.03, STANDBY, NONE
331, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
342, -0.39, 24.00, 17.26, 0.03, STANDBY, NONE
352, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
362, 0.00, 24.00, 17.24, 0.06, STANDBY, NONE
372, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
382, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
392, 0.00, 24.00, 17.24, 0.00, STANDBY, NONE
402, 0.00, 24.00, 17.24, 0.00, STANDBY, NONE
412, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
422, 0.00, 24.00, 17.24, 0.00, STANDBY, NONE
432, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
442, 0.00, 24.00, 17.29, 0.06, STANDBY, NONE
452, 0.00, 24.00, 17.24, 0.06, STANDBY, NONE
462, -0.39, 24.00, 17.26, 0.03, STANDBY, NONE
472, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
482, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
492, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
502, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
512, 0.00, 24.00, 17.24, 0.00, STANDBY, NONE
522, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
532, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
542, 0.00, 24.00, 17.26, 0.03, STANDBY, NONE
552, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
562, 0.00, 24.00, 17.24, 0.06, STANDBY, NONE
572, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
582, 0.00, 24.00, 17.24, 0.03, STANDBY, NONE
