=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.24 16:19:51 =~=~=~=~=~=~=~=~=~=~=~=
81056, 0.00, 28.00, 10.66, -0.53, ALARM, L6_VOLTAGE
104760, 47.27, 48.00, 11.96, 0.75, RUN, NONE
104770, 46.88, 48.00, 11.93, 0.81, RUN, NONE
104781, 46.88, 49.00, 11.90, 0.84, RUN, NONE
104791, 47.27, 48.00, 11.85, 0.81, RUN, NONE
104801, 47.27, 49.00, 11.85, 0.81, RUN, NONE
104812, 48.44, 49.00, 11.85, 0.84, RUN, NONE
104821, 47.27, 49.00, 11.85, 0.81, RUN, NONE
104832, 46.88, 48.00, 11.85, 0.84, RUN, NONE
104841, 47.27, 49.00, 11.85, 1.31, RUN, NONE
104851, 47.27, 48.00, 12.06, 0.69, RUN, NONE
104862, 46.88, 48.00, 11.85, 0.78, RUN, NONE
104871, 46.88, 49.00, 11.80, 0.69, RUN, NONE
104882, 47.66, 49.00, 11.90, 0.84, RUN, NONE
104891, 46.88, 49.00, 11.83, 0.81, RUN, NONE
104901, 48.83, 49.00, 11.85, 0.81, RUN, NONE
104912, 46.88, 49.00, 11.88, 1.12, RUN, NONE
104921, 46.88, 49.00, 11.85, 0.78, RUN, NONE
104932, 47.27, 48.00, 11.85, 0.72, RUN, NONE
104941, 46.88, 48.00, 11.85, 0.69, RUN, NONE
104951, 46.88, 48.00, 11.90, 0.78, RUN, NONE
104961, 47.27, 49.00, 11.85, 0.84, RUN, NONE
104971, 47.27, 48.00, 11.80, 1.19, RUN, NONE
104982, 47.27, 48.00, 11.96, 0.94, RUN, NONE
104991, 49.22, 48.00, 11.90, 0.84, RUN, NONE
105003, 47.27, 49.00, 11.83, 0.88, RUN, NONE
105011, 47.27, 48.00, 11.88, 0.81, RUN, NONE
105022, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105032, 47.27, 48.00, 11.85, 0.81, RUN, NONE
105041, 47.27, 48.00, 11.88, 0.81, RUN, NONE
105052, 47.27, 49.00, 11.90, 0.34, RUN, NONE
105061, 49.22, 48.00, 11.85, 1.19, RUN, NONE
105072, 47.27, 48.00, 11.93, 0.63, RUN, NONE
105082, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105091, 46.88, 49.00, 11.88, 0.84, RUN, NONE
105102, 49.22, 48.00, 11.85, 1.37, RUN, NONE
105111, 47.27, 49.00, 11.90, 0.81, RUN, NONE
105121, 46.88, 49.00, 11.90, 0.78, RUN, NONE
105133, 47.66, 48.00, 11.88, 1.41, RUN, NONE
105142, 49.22, 49.00, 11.85, 0.81, RUN, NONE
105153, 47.66, 48.00, 11.83, 0.78, RUN, NONE
105162, 47.27, 48.00, 11.96, 0.81, RUN, NONE
105172, 48.83, 49.00, 11.85, 0.81, RUN, NONE
105182, 46.88, 49.00, 11.83, 0.66, RUN, NONE
105192, 47.27, 48.00, 11.85, 0.81, RUN, NONE
105203, 47.27, 49.00, 11.85, 0.81, RUN, NONE
105212, 47.27, 48.00, 11.93, 0.72, RUN, NONE
105223, 47.27, 49.00, 11.90, 1.16, RUN, NONE
105232, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105242, 47.27, 49.00, 11.85, 1.28, RUN, NONE
105253, 47.27, 49.00, 11.85, 0.84, RUN, NONE
105262, 47.27, 49.00, 11.88, 0.75, RUN, NONE
105273, 47.66, 49.00, 11.88, 0.84, RUN, NONE
105282, 47.27, 49.00, 11.85, 0.78, RUN, NONE
105292, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105304, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105313, 47.27, 48.00, 11.88, 0.78, RUN, NONE
105324, 47.27, 48.00, 11.93, 0.81, RUN, NONE
105334, 48.83, 48.00, 11.85, 1.44, RUN, NONE
105344, 47.27, 48.00, 11.85, 0.84, RUN, NONE
105354, 47.27, 49.00, 12.01, 0.37, RUN, NONE
105363, 47.66, 49.00, 11.88, 0.97, RUN, NONE
105374, 47.27, 48.00, 11.88, 0.72, RUN, NONE
105384, 47.27, 49.00, 11.88, 0.81, RUN, NONE
105393, 47.27, 48.00, 11.85, 0.84, RUN, NONE
105404, 48.05, 48.00, 11.90, 1.00, RUN, NONE
105413, 47.27, 49.00, 11.88, 0.78, RUN, NONE
105424, 47.66, 48.00, 11.88, 0.78, RUN, NONE
105433, 47.27, 48.00, 11.96, 0.66, RUN, NONE
105443, 47.27, 49.00, 11.88, 0.78, RUN, NONE
105454, 46.88, 49.00, 11.88, 0.78, RUN, NONE
105463, 47.27, 49.00, 11.90, 0.72, RUN, NONE
105474, 47.27, 49.00, 11.88, 1.19, RUN, NONE
105483, 47.66, 49.00, 11.85, 0.81, RUN, NONE
105493, 47.27, 49.00, 11.85, 1.22, RUN, NONE
105504, 47.27, 49.00, 11.90, 0.84, RUN, NONE
105513, 49.22, 49.00, 11.85, 0.81, RUN, NONE
105524, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105533, 47.27, 48.00, 11.90, 0.81, RUN, NONE
105543, 47.27, 49.00, 11.85, 0.81, RUN, NONE
105554, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105563, 48.05, 49.00, 11.90, 0.91, RUN, NONE
105574, 46.88, 49.00, 11.88, 0.88, RUN, NONE
105583, 47.66, 49.00, 11.88, 1.28, RUN, NONE
105593, 47.66, 49.00, 11.88, 0.66, RUN, NONE
105603, 47.27, 48.00, 11.85, 0.81, RUN, NONE
105613, 47.27, 48.00, 11.88, 0.78, RUN, NONE
105624, 49.22, 49.00, 11.88, 1.41, RUN, NONE
105633, 47.27, 49.00, 11.85, 0.78, RUN, NONE
105644, 47.66, 49.00, 11.88, 0.84, RUN, NONE
105655, 46.88, 49.00, 11.88, 0.81, RUN, NONE
105664, 47.27, 48.00, 11.90, 0.84, RUN, NONE
105675, 47.66, 49.00, 11.88, 0.88, RUN, NONE
105684, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105695, 47.27, 49.00, 11.88, 0.78, RUN, NONE
105704, 47.27, 49.00, 11.93, 0.63, RUN, NONE
105714, 47.27, 49.00, 11.90, 0.81, RUN, NONE
105725, 46.88, 49.00, 11.90, 0.78, RUN, NONE
105734, 48.05, 49.00, 11.90, 0.75, RUN, NONE
105745, 47.27, 49.00, 11.90, 1.09, RUN, NONE
105754, 48.83, 49.00, 11.90, 0.88, RUN, NONE
105765, 47.27, 49.00, 11.96, 1.25, RUN, NONE
105774, 47.27, 49.00, 11.88, 0.75, RUN, NONE
105784, 47.27, 49.00, 11.90, 0.81, RUN, NONE
105795, 47.27, 49.00, 11.90, 0.84, RUN, NONE
105804, 47.27, 49.00, 11.90, 0.78, RUN, NONE
105816, 46.88, 49.00, 11.90, 0.81, RUN, NONE
105826, 47.27, 49.00, 11.90, 0.81, RUN, NONE
105835, 46.88, 48.00, 11.90, 0.75, RUN, NONE
105846, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105856, 47.27, 48.00, 11.90, 0.81, RUN, NONE
105866, 47.27, 49.00, 11.90, 0.66, RUN, NONE
105875, 47.27, 49.00, 11.90, 1.25, RUN, NONE
105885, 47.27, 49.00, 11.98, 0.69, RUN, NONE
105896, 47.27, 49.00, 11.90, 0.78, RUN, NONE
105905, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105916, 47.27, 49.00, 11.90, 0.84, RUN, NONE
105925, 47.27, 49.00, 11.88, 0.84, RUN, NONE
105935, 47.66, 49.00, 11.90, 0.84, RUN, NONE
105946, 47.27, 49.00, 11.88, 0.81, RUN, NONE
105955, 47.27, 49.00, 12.01, 0.69, RUN, NONE
105966, 47.66, 49.00, 11.90, 0.78, RUN, NONE
105976, 47.27, 49.00, 11.90, 0.75, RUN, NONE
105985, 49.61, 49.00, 11.88, 0.88, RUN, NONE
105996, 47.27, 49.00, 11.90, 1.00, RUN, NONE
106005, 48.83, 49.00, 11.88, 0.84, RUN, NONE
106015, 47.27, 48.00, 11.96, 1.25, RUN, NONE
106027, 47.27, 49.00, 11.90, 0.84, RUN, NONE
106035, 47.27, 49.00, 11.88, 0.75, RUN, NONE
106046, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106055, 47.27, 49.00, 11.90, 0.75, RUN, NONE
106065, 47.27, 49.00, 11.88, 0.81, RUN, NONE
106075, 48.05, 49.00, 11.90, 0.75, RUN, NONE
106085, 47.27, 49.00, 11.88, 0.97, RUN, NONE
106096, 46.88, 49.00, 11.98, 0.53, RUN, NONE
106105, 49.61, 49.00, 11.88, 1.22, RUN, NONE
106116, 47.27, 49.00, 11.88, 0.81, RUN, NONE
106125, 47.27, 49.00, 11.88, 0.81, RUN, NONE
106135, 47.27, 49.00, 11.88, 0.81, RUN, NONE
106146, 47.27, 49.00, 11.88, 0.84, RUN, NONE
106156, 47.27, 49.00, 11.88, 0.81, RUN, NONE
106166, 47.66, 49.00, 11.88, 0.81, RUN, NONE
106177, 47.27, 49.00, 11.90, 0.84, RUN, NONE
106186, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106198, 48.83, 49.00, 11.90, 0.88, RUN, NONE
106206, 47.27, 49.00, 11.88, 0.66, RUN, NONE
106216, 47.27, 49.00, 11.93, 0.72, RUN, NONE
106227, 47.27, 49.00, 11.93, 0.72, RUN, NONE
106236, 47.27, 49.00, 12.01, 0.69, RUN, NONE
106247, 47.66, 49.00, 11.90, 1.22, RUN, NONE
106256, 47.27, 49.00, 11.90, 0.84, RUN, NONE
106266, 47.66, 49.00, 11.88, 0.88, RUN, NONE
106277, 47.27, 49.00, 11.93, 0.88, RUN, NONE
106286, 47.27, 49.00, 11.90, 0.75, RUN, NONE
106296, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106307, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106316, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106328, 47.27, 49.00, 11.90, 0.84, RUN, NONE
106337, 47.66, 49.00, 11.93, 0.78, RUN, NONE
106347, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106358, 47.66, 49.00, 11.93, 0.84, RUN, NONE
106368, 47.27, 49.00, 11.93, 0.81, RUN, NONE
106378, 47.27, 49.00, 12.03, 0.66, RUN, NONE
106387, 47.66, 49.00, 11.90, 1.31, RUN, NONE
106397, 47.66, 49.00, 11.90, 0.69, RUN, NONE
106408, 47.27, 49.00, 11.93, 0.75, RUN, NONE
106417, 47.66, 49.00, 11.90, 0.81, RUN, NONE
106428, 49.22, 49.00, 11.90, 0.84, RUN, NONE
106437, 47.66, 49.00, 11.90, 0.84, RUN, NONE
106447, 47.27, 49.00, 11.90, 0.84, RUN, NONE
106457, 47.27, 49.00, 11.90, 0.84, RUN, NONE
106467, 47.27, 49.00, 11.90, 0.75, RUN, NONE
106478, 47.27, 49.00, 11.90, 0.84, RUN, NONE
106487, 47.27, 49.00, 11.96, 0.69, RUN, NONE
106498, 47.27, 49.00, 11.93, 1.19, RUN, NONE
106507, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106517, 47.66, 49.00, 11.90, 0.88, RUN, NONE
106528, 47.27, 49.00, 11.93, 0.84, RUN, NONE
106537, 48.83, 49.00, 11.90, 0.81, RUN, NONE
106548, 47.27, 49.00, 11.90, 0.84, RUN, NONE
106557, 47.27, 49.00, 11.93, 0.75, RUN, NONE
106567, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106578, 47.27, 49.00, 11.93, 0.81, RUN, NONE
106587, 49.61, 49.00, 11.88, 1.28, RUN, NONE
106598, 47.66, 49.00, 11.90, 0.84, RUN, NONE
106607, 47.66, 49.00, 11.88, 0.91, RUN, NONE
106617, 47.27, 49.00, 11.93, 0.94, RUN, NONE
106628, 48.83, 49.00, 11.90, 0.78, RUN, NONE
106637, 47.66, 49.00, 11.90, 0.81, RUN, NONE
106648, 46.88, 49.00, 11.90, 0.84, RUN, NONE
106657, 47.27, 49.00, 11.90, 0.78, RUN, NONE
106668, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106679, 47.27, 49.00, 11.88, 0.81, RUN, NONE
106688, 47.27, 49.00, 11.90, 0.78, RUN, NONE
106698, 47.66, 49.00, 11.90, 0.84, RUN, NONE
106710, 47.27, 49.00, 11.88, 0.84, RUN, NONE
106718, 47.66, 49.00, 11.98, 0.63, RUN, NONE
106729, 47.27, 49.00, 11.90, 0.78, RUN, NONE
106739, 46.88, 49.00, 11.90, 0.84, RUN, NONE
106748, 47.27, 49.00, 11.96, 0.72, RUN, NONE
106759, 47.27, 49.00, 11.93, 0.84, RUN, NONE
106768, 47.27, 49.00, 11.88, 0.81, RUN, NONE
106778, 47.66, 49.00, 11.88, 1.00, RUN, NONE
106789, 47.27, 49.00, 11.93, 0.84, RUN, NONE
106798, 47.66, 49.00, 11.88, 0.81, RUN, NONE
106809, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106818, 47.27, 49.00, 11.90, 0.75, RUN, NONE
106828, 47.27, 49.00, 11.93, 0.81, RUN, NONE
106840, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106849, 47.66, 49.00, 11.88, 0.81, RUN, NONE
106860, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106869, 47.27, 49.00, 11.88, 0.81, RUN, NONE
106880, 46.88, 48.00, 11.93, 0.81, RUN, NONE
106889, 47.66, 49.00, 11.85, 1.03, RUN, NONE
106899, 47.27, 49.00, 11.88, 0.84, RUN, NONE
106910, 47.27, 49.00, 11.96, 0.69, RUN, NONE
106919, 47.27, 49.00, 11.85, 1.31, RUN, NONE
106930, 47.27, 49.00, 11.90, 0.81, RUN, NONE
106940, 47.66, 49.00, 11.85, 1.41, RUN, NONE
106949, 48.83, 49.00, 11.88, 0.81, RUN, NONE
106960, 49.22, 49.00, 11.90, 0.84, RUN, NONE
106969, 46.88, 49.00, 11.90, 0.78, RUN, NONE
106979, 47.27, 49.00, 11.90, 0.72, RUN, NONE
106990, 47.27, 49.00, 11.90, 0.66, RUN, NONE
106999, 47.66, 49.00, 11.96, 0.66, RUN, NONE
107010, 47.27, 49.00, 11.90, 1.22, RUN, NONE
107019, 47.27, 49.00, 11.88, 0.81, RUN, NONE
107029, 48.05, 49.00, 11.88, 0.78, RUN, NONE
107040, 47.27, 49.00, 11.88, 0.84, RUN, NONE
107049, 47.27, 49.00, 11.88, 0.81, RUN, NONE
107060, 47.27, 49.00, 11.90, 0.81, RUN, NONE
107069, 46.88, 49.00, 11.90, 0.72, RUN, NONE
107079, 47.27, 49.00, 11.88, 0.84, RUN, NONE
107090, 47.27, 49.00, 11.90, 0.84, RUN, NONE
107099, 49.61, 49.00, 11.88, 1.09, RUN, NONE
107110, 46.88, 49.00, 11.90, 0.75, RUN, NONE
107119, 48.83, 49.00, 11.90, 0.81, RUN, NONE
107129, 47.27, 49.00, 11.90, 1.28, RUN, NONE
107140, 47.27, 49.00, 11.96, 0.84, RUN, NONE
107149, 46.88, 49.00, 11.90, 0.81, RUN, NONE
107160, 47.27, 49.00, 11.90, 0.88, RUN, NONE
107170, 47.27, 49.00, 11.90, 0.84, RUN, NONE
107180, 47.27, 49.00, 11.85, 0.81, RUN, NONE
107191, 48.44, 49.00, 11.88, 0.81, RUN, NONE
107200, 46.88, 49.00, 11.88, 0.81, RUN, NONE
107210, 47.27, 49.00, 11.88, 0.84, RUN, NONE
107222, 46.88, 49.00, 11.93, 0.84, RUN, NONE
107230, 47.27, 49.00, 11.93, 0.59, RUN, NONE
107241, 47.27, 49.00, 11.90, 0.78, RUN, NONE
107251, 47.27, 49.00, 11.88, 0.84, RUN, NONE
107260, 47.27, 49.00, 12.03, 0.66, RUN, NONE
107271, 47.27, 49.00, 11.88, 1.31, RUN, NONE
107280, 47.27, 49.00, 11.88, 0.84, RUN, NONE
107290, 47.66, 49.00, 11.85, 0.97, RUN, NONE
107301, 47.27, 49.00, 11.90, 0.88, RUN, NONE
107310, 47.66, 49.00, 11.90, 0.78, RUN, NONE
107321, 47.27, 49.00, 11.90, 0.75, RUN, NONE
107330, 47.66, 49.00, 11.88, 0.72, RUN, NONE
107340, 47.27, 49.00, 11.90, 0.78, RUN, NONE
107352, 47.27, 49.00, 11.88, 0.81, RUN, NONE
107361, 47.66, 49.00, 11.93, 0.75, RUN, NONE
107371, 47.27, 49.00, 11.88, 0.81, RUN, NONE
107382, 47.27, 49.00, 11.90, 0.81, RUN, NONE
107392, 47.66, 49.00, 11.90, 0.78, RUN, NONE
107402, 47.27, 49.00, 12.03, 0.53, RUN, NONE
107411, 49.61, 49.00, 11.93, 1.25, RUN, NONE
107421, 47.66, 49.00, 11.96, 0.63, RUN, NONE
107432, 47.27, 49.00, 11.88, 0.78, RUN, NONE
107441, 47.66, 49.00, 11.85, 0.84, RUN, NONE
107452, 47.27, 49.00, 11.90, 0.84, RUN, NONE
107461, 47.66, 50.00, 11.93, 0.88, RUN, NONE
107471, 47.27, 49.00, 11.88, 0.88, RUN, NONE
107481, 47.27, 49.00, 11.90, 1.09, RUN, NONE
107491, 47.66, 49.00, 12.03, 0.63, RUN, NONE
107502, 47.66, 49.00, 11.93, 0.81, RUN, NONE
107511, 47.27, 49.00, 11.93, 0.66, RUN, NONE
107522, 48.05, 49.00, 11.90, 0.81, RUN, NONE
107532, 46.88, 49.00, 11.88, 0.84, RUN, NONE
107541, 47.27, 49.00, 11.90, 0.81, RUN, NONE
107551, 47.66, 49.00, 11.90, 1.03, RUN, NONE
107563, 47.27, 49.00, 11.96, 0.81, RUN, NONE
107571, 47.27, 49.00, 11.90, 0.75, RUN, NONE
107582, 47.27, 48.00, 11.93, 0.75, RUN, NONE
107591, 47.27, 49.00, 11.88, 0.72, RUN, NONE
107601, 47.27, 49.00, 11.88, 0.84, RUN, NONE
107611, 49.22, 49.00, 11.88, 0.81, RUN, NONE
107621, 47.27, 49.00, 11.90, 1.22, RUN, NONE
107632, 47.27, 49.00, 11.98, 0.59, RUN, NONE
107641, 47.66, 49.00, 11.90, 0.91, RUN, NONE
107652, 47.66, 49.00, 11.90, 0.84, RUN, NONE
107661, 47.27, 49.00, 11.90, 0.81, RUN, NONE
107671, 47.27, 49.00, 11.90, 0.81, RUN, NONE
107682, 47.66, 49.00, 11.90, 0.84, RUN, NONE
107692, 47.27, 50.00, 11.88, 0.84, RUN, NONE
107703, 47.66, 49.00, 11.90, 0.84, RUN, NONE
107713, 47.66, 49.00, 11.88, 1.41, RUN, NONE
107722, 49.22, 50.00, 11.93, 0.78, RUN, NONE
107734, 47.27, 49.00, 11.90, 0.84, RUN, NONE
107742, 47.66, 49.00, 11.90, 0.75, RUN, NONE
107752, 47.27, 49.00, 11.88, 0.75, RUN, NONE
107763, 47.27, 49.00, 11.90, 0.81, RUN, NONE
107772, 47.66, 49.00, 11.96, 0.63, RUN, NONE
107783, 47.27, 49.00, 11.88, 1.09, RUN, NONE
107792, 47.27, 49.00, 11.90, 0.81, RUN, NONE
107802, 47.66, 49.00, 11.85, 0.94, RUN, NONE
107813, 47.27, 49.00, 11.90, 0.84, RUN, NONE
107822, 47.27, 49.00, 11.93, 0.81, RUN, NONE
107833, 47.27, 49.00, 11.93, 0.75, RUN, NONE
107842, 47.27, 49.00, 11.88, 0.75, RUN, NONE
107852, 47.27, 49.00, 11.85, 0.78, RUN, NONE
107864, 47.27, 49.00, 11.93, 0.84, RUN, NONE
107873, 47.66, 49.00, 11.90, 0.78, RUN, NONE
107884, 47.27, 49.00, 11.88, 0.88, RUN, NONE
107893, 47.27, 49.00, 11.88, 0.78, RUN, NONE
107904, 47.27, 49.00, 11.90, 0.81, RUN, NONE
107914, 47.27, 49.00, 11.90, 0.72, RUN, NONE
107923, 47.66, 49.00, 11.93, 1.22, RUN, NONE
107934, 47.27, 49.00, 11.98, 0.63, RUN, NONE
107943, 47.66, 49.00, 11.85, 1.19, RUN, NONE
107954, 46.88, 49.00, 11.88, 0.84, RUN, NONE
107964, 48.83, 49.00, 11.96, 1.47, RUN, NONE
107973, 47.66, 48.00, 11.93, 0.75, RUN, NONE
107984, 48.83, 49.00, 11.85, 0.84, RUN, NONE
107993, 47.27, 49.00, 11.90, 0.75, RUN, NONE
108004, 47.66, 49.00, 11.93, 0.78, RUN, NONE
108013, 47.27, 49.00, 11.88, 0.94, RUN, NONE
108023, 47.27, 49.00, 11.90, 0.69, RUN, NONE
108034, 47.27, 49.00, 11.85, 0.81, RUN, NONE
108043, 47.27, 49.00, 11.88, 0.81, RUN, NONE
108054, 47.27, 49.00, 11.90, 0.84, RUN, NONE
108064, 47.27, 49.00, 11.88, 0.81, RUN, NONE
108073, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108084, 47.27, 49.00, 11.93, 0.84, RUN, NONE
108093, 47.27, 49.00, 11.90, 0.72, RUN, NONE
108103, 47.27, 49.00, 11.93, 0.81, RUN, NONE
108114, 47.27, 50.00, 11.96, 0.81, RUN, NONE
108123, 49.22, 49.00, 11.90, 1.16, RUN, NONE
108134, 47.27, 49.00, 12.01, 1.09, RUN, NONE
108143, 49.61, 49.00, 11.90, 0.75, RUN, NONE
108153, 47.27, 49.00, 11.88, 1.19, RUN, NONE
108164, 47.66, 49.00, 11.93, 0.84, RUN, NONE
108173, 47.27, 49.00, 11.85, 0.81, RUN, NONE
108184, 47.27, 49.00, 11.90, 0.84, RUN, NONE
108193, 47.27, 49.00, 11.90, 0.78, RUN, NONE
108204, 47.27, 49.00, 11.90, 0.84, RUN, NONE
108215, 47.27, 49.00, 11.88, 0.84, RUN, NONE
108224, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108235, 47.27, 49.00, 11.85, 0.84, RUN, NONE
108246, 47.27, 49.00, 11.90, 0.84, RUN, NONE
108254, 47.27, 49.00, 11.98, 0.59, RUN, NONE
108265, 46.88, 50.00, 11.93, 0.78, RUN, NONE
108274, 46.88, 49.00, 11.88, 0.84, RUN, NONE
108284, 47.66, 49.00, 11.90, 0.72, RUN, NONE
108295, 47.27, 49.00, 11.90, 0.84, RUN, NONE
108304, 47.66, 49.00, 11.90, 0.81, RUN, NONE
108315, 47.66, 49.00, 11.90, 1.28, RUN, NONE
108324, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108335, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108344, 47.27, 49.00, 12.01, 0.63, RUN, NONE
108354, 46.88, 49.00, 11.88, 0.78, RUN, NONE
108365, 47.27, 50.00, 11.96, 0.84, RUN, NONE
108375, 47.27, 50.00, 11.90, 0.75, RUN, NONE
108385, 47.27, 49.00, 11.85, 0.81, RUN, NONE
108396, 47.27, 49.00, 11.88, 0.78, RUN, NONE
108405, 47.27, 49.00, 11.88, 0.78, RUN, NONE
108417, 47.66, 49.00, 11.90, 0.81, RUN, NONE
108425, 47.66, 49.00, 11.88, 0.88, RUN, NONE
108435, 47.27, 49.00, 11.88, 0.81, RUN, NONE
108446, 47.27, 49.00, 11.85, 0.72, RUN, NONE
108455, 47.27, 49.00, 11.90, 1.31, RUN, NONE
108466, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108475, 47.27, 50.00, 11.90, 0.78, RUN, NONE
108485, 46.88, 49.00, 11.88, 0.84, RUN, NONE
108496, 48.83, 49.00, 11.88, 1.41, RUN, NONE
108505, 47.66, 49.00, 11.98, 0.59, RUN, NONE
108516, 46.88, 50.00, 11.90, 0.75, RUN, NONE
108525, 47.27, 49.00, 11.88, 0.84, RUN, NONE
108535, 47.27, 49.00, 11.90, 0.72, RUN, NONE
108545, 46.88, 50.00, 11.88, 0.78, RUN, NONE
108555, 48.83, 49.00, 11.83, 0.84, RUN, NONE
108566, 47.27, 49.00, 11.88, 1.28, RUN, NONE
108575, 47.66, 49.00, 11.90, 0.81, RUN, NONE
108587, 47.66, 50.00, 11.93, 1.22, RUN, NONE
108595, 47.27, 49.00, 11.93, 0.72, RUN, NONE
108606, 47.27, 49.00, 11.93, 0.78, RUN, NONE
108616, 47.27, 50.00, 11.90, 0.84, RUN, NONE
108625, 47.27, 49.00, 11.90, 0.78, RUN, NONE
108636, 46.88, 49.00, 11.88, 0.84, RUN, NONE
108645, 49.22, 49.00, 11.83, 0.81, RUN, NONE
108655, 47.27, 49.00, 11.88, 1.19, RUN, NONE
108666, 47.27, 49.00, 11.88, 0.81, RUN, NONE
108675, 47.27, 50.00, 11.88, 0.81, RUN, NONE
108686, 47.27, 50.00, 11.90, 0.81, RUN, NONE
108695, 47.27, 50.00, 11.85, 0.81, RUN, NONE
108705, 47.27, 49.00, 11.88, 0.84, RUN, NONE
108717, 47.27, 49.00, 11.90, 1.09, RUN, NONE
108726, 47.27, 50.00, 11.88, 0.81, RUN, NONE
108737, 47.27, 49.00, 11.88, 0.84, RUN, NONE
108747, 48.05, 49.00, 11.88, 0.78, RUN, NONE
108756, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108767, 47.27, 49.00, 11.88, 0.84, RUN, NONE
108776, 47.27, 50.00, 11.88, 0.78, RUN, NONE
108787, 47.66, 49.00, 11.90, 0.75, RUN, NONE
108797, 47.27, 49.00, 11.93, 0.81, RUN, NONE
108806, 49.22, 50.00, 11.90, 0.84, RUN, NONE
108817, 47.66, 50.00, 11.90, 1.28, RUN, NONE
108826, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108837, 47.66, 49.00, 11.85, 0.94, RUN, NONE
108846, 47.27, 50.00, 11.93, 0.63, RUN, NONE
108856, 46.88, 49.00, 11.90, 0.78, RUN, NONE
108867, 47.27, 49.00, 11.90, 0.78, RUN, NONE
108876, 47.27, 50.00, 11.90, 0.78, RUN, NONE
108888, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108898, 47.27, 49.00, 11.93, 0.84, RUN, NONE
108907, 47.66, 49.00, 11.90, 0.78, RUN, NONE
108918, 47.27, 49.00, 11.90, 0.81, RUN, NONE
108928, 47.27, 50.00, 11.90, 0.75, RUN, NONE
108938, 47.27, 49.00, 11.85, 0.66, RUN, NONE
108947, 48.83, 49.00, 11.90, 0.78, RUN, NONE
108957, 46.88, 50.00, 11.90, 0.91, RUN, NONE
108968, 47.66, 49.00, 12.01, 0.66, RUN, NONE
108977, 47.27, 50.00, 11.90, 0.81, RUN, NONE
108988, 47.27, 50.00, 11.93, 0.84, RUN, NONE
108997, 47.27, 50.00, 11.88, 0.81, RUN, NONE
109007, 47.27, 49.00, 11.90, 0.84, RUN, NONE
109017, 47.27, 50.00, 11.90, 1.09, RUN, NONE
109027, 47.66, 50.00, 11.98, 0.69, RUN, NONE
109038, 47.27, 49.00, 11.88, 0.81, RUN, NONE
109047, 47.27, 49.00, 11.90, 0.69, RUN, NONE
109058, 48.05, 49.00, 11.88, 1.47, RUN, NONE
109067, 48.83, 49.00, 11.88, 0.78, RUN, NONE
109077, 49.22, 49.00, 11.88, 0.81, RUN, NONE
109088, 47.27, 50.00, 11.93, 0.84, RUN, NONE
109097, 47.27, 49.00, 11.85, 0.84, RUN, NONE
109108, 47.66, 50.00, 11.93, 0.84, RUN, NONE
109117, 46.88, 50.00, 12.01, 0.63, RUN, NONE
109127, 47.66, 49.00, 11.88, 0.78, RUN, NONE
109138, 47.27, 50.00, 11.90, 0.75, RUN, NONE
109147, 49.61, 49.00, 11.88, 1.03, RUN, NONE
109158, 47.27, 49.00, 11.85, 0.84, RUN, NONE
109167, 49.61, 49.00, 11.90, 0.81, RUN, NONE
109177, 47.27, 49.00, 11.90, 1.19, RUN, NONE
109187, 47.27, 49.00, 11.88, 0.78, RUN, NONE
109197, 47.27, 50.00, 11.88, 0.81, RUN, NONE
109208, 46.88, 50.00, 11.90, 0.84, RUN, NONE
109217, 47.27, 49.00, 11.88, 0.81, RUN, NONE
109229, 47.27, 50.00, 11.88, 0.84, RUN, NONE
109239, 48.83, 50.00, 11.93, 0.81, RUN, NONE
109248, 47.27, 50.00, 11.88, 0.81, RUN, NONE
