=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.06.24 16:19:51 =~=~=~=~=~=~=~=~=~=~=~=
81056, 0.00, 28.00, 10.66, -0.53, ALARM, L6_VOLTAGE
264824, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
264834, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
264844, -0.39, 59.00, 17.03, 0.09, ALARM, LOW_FC_PRES_DELAYED
264854, 0.39, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
264864, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
264875, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
264885, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
264895, -0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
264905, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
264915, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
264925, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
264935, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
264945, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
264955, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
264965, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
264975, -0.39, 60.00, 17.08, 0.19, ALARM, LOW_FC_PRES_DELAYED
264985, -0.39, 60.00, 17.03, 0.09, ALARM, LOW_FC_PRES_DELAYED
264995, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265005, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265015, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265025, -0.39, 60.00, 17.03, 0.16, ALARM, LOW_FC_PRES_DELAYED
265035, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265046, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265056, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
265066, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265076, 0.00, 60.00, 17.03, 0.16, ALARM, LOW_FC_PRES_DELAYED
265086, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265096, 0.00, 60.00, 17.11, 0.12, ALARM, LOW_FC_PRES_DELAYED
265106, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265116, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265126, 0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265136, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265146, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265156, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265166, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265176, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265186, 0.00, 60.00, 17.11, 0.19, ALARM, LOW_FC_PRES_DELAYED
265196, 0.00, 59.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
265206, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
265216, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265226, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265236, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265246, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265256, 0.00, 59.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265266, 0.00, 60.00, 17.11, 0.12, ALARM, LOW_FC_PRES_DELAYED
265276, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265286, 0.00, 60.00, 17.03, 0.16, ALARM, LOW_FC_PRES_DELAYED
265296, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265306, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265316, 0.00, 60.00, 17.08, 0.19, ALARM, LOW_FC_PRES_DELAYED
265326, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265336, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265346, -0.39, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
265356, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265366, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265376, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
265387, 0.00, 60.00, 17.03, 0.12, ALARM, LOW_FC_PRES_DELAYED
265397, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265407, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265417, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265427, 0.00, 60.00, 17.08, 0.19, ALARM, LOW_FC_PRES_DELAYED
265437, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265447, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265457, 0.00, 59.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265467, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265477, 0.00, 60.00, 17.11, 0.09, ALARM, LOW_FC_PRES_DELAYED
265487, 0.00, 60.00, 17.08, 0.19, ALARM, LOW_FC_PRES_DELAYED
265497, 0.00, 60.00, 17.03, 0.12, ALARM, LOW_FC_PRES_DELAYED
265507, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265517, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265527, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265537, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
265547, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265558, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265568, 0.00, 60.00, 17.11, 0.12, ALARM, LOW_FC_PRES_DELAYED
265578, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265588, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265598, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265608, 0.00, 59.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265618, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265628, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265638, 0.00, 60.00, 17.03, 0.19, ALARM, LOW_FC_PRES_DELAYED
265648, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265658, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265668, 0.00, 59.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265678, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265688, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265698, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
265708, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265718, 0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265728, -0.39, 59.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265738, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265748, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265758, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265768, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265778, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265788, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265798, -0.39, 60.00, 17.03, 0.16, ALARM, LOW_FC_PRES_DELAYED
265808, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265818, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265828, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265838, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265848, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265858, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265868, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265878, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265888, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265899, 0.00, 59.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265909, 0.00, 60.00, 17.11, 0.12, ALARM, LOW_FC_PRES_DELAYED
265919, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265929, 0.00, 60.00, 17.11, 0.12, ALARM, LOW_FC_PRES_DELAYED
265939, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
265949, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
265959, 0.00, 60.00, 17.03, 0.16, ALARM, LOW_FC_PRES_DELAYED
265969, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
265979, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
265989, -0.39, 60.00, 17.03, 0.16, ALARM, LOW_FC_PRES_DELAYED
265999, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266009, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266019, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266029, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266039, 0.39, 59.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266049, -0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266059, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266070, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266080, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266090, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266100, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266110, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266120, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266130, -0.39, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
266140, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266150, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266160, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266170, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266180, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266190, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266200, 0.00, 59.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266210, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266220, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266230, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266240, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266250, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266260, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266270, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266280, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266290, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266300, 0.00, 60.00, 17.03, 0.16, ALARM, LOW_FC_PRES_DELAYED
266310, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266320, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266330, -0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266340, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266350, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266360, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266370, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266380, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266390, 0.00, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
266400, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266411, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266421, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266431, -0.39, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
266441, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266451, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266461, 0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266471, -0.39, 60.00, 17.05, 0.19, ALARM, LOW_FC_PRES_DELAYED
266481, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266491, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266501, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266511, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266521, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266531, -0.39, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
266541, 0.00, 59.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266551, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266561, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266571, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266582, 0.00, 60.00, 17.08, 0.09, ALARM, LOW_FC_PRES_DELAYED
266592, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266602, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266612, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266622, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266632, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266642, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266652, -0.39, 60.00, 17.08, 0.19, ALARM, LOW_FC_PRES_DELAYED
266662, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266672, -0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266682, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266692, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266702, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266712, 0.00, 60.00, 17.08, 0.09, ALARM, LOW_FC_PRES_DELAYED
266722, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266732, -0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266742, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266752, 0.00, 59.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266762, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266772, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266782, -0.39, 60.00, 17.05, 0.19, ALARM, LOW_FC_PRES_DELAYED
266792, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266802, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266812, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266822, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266832, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266842, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266852, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266862, 0.00, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
266872, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
266882, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266892, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266902, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266912, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266923, 0.00, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
266933, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266943, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
266953, -0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266963, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
266973, 0.39, 60.00, 17.08, 0.09, ALARM, LOW_FC_PRES_DELAYED
266983, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
266993, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267003, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267013, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267023, 0.00, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
267033, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267043, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267053, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
267063, 0.00, 60.00, 17.08, 0.09, ALARM, LOW_FC_PRES_DELAYED
267073, 0.00, 60.00, 17.08, 0.19, ALARM, LOW_FC_PRES_DELAYED
267083, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
267094, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267104, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267114, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
267124, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
267134, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267144, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267154, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267164, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267174, -0.39, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
267184, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267194, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
267204, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
267214, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267224, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267234, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267244, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267254, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
267264, 0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267274, 0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267284, 0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267294, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267304, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
267314, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267324, 0.00, 60.00, 17.08, 0.09, ALARM, LOW_FC_PRES_DELAYED
267334, -0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267344, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267354, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267364, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267374, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267384, 0.00, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
267394, -0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267404, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267414, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267424, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267435, -0.39, 59.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267445, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267455, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
267465, -0.39, 59.00, 17.03, 0.16, ALARM, LOW_FC_PRES_DELAYED
267475, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267485, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267495, 0.00, 59.00, 17.11, 0.12, ALARM, LOW_FC_PRES_DELAYED
267505, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267515, 0.00, 60.00, 17.13, 0.12, ALARM, LOW_FC_PRES_DELAYED
267525, 0.39, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267535, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267545, 0.00, 60.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
267555, 0.00, 59.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267565, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267575, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267585, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267595, 0.00, 59.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267606, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267616, 0.00, 60.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
267626, 0.00, 60.00, 17.11, 0.09, ALARM, LOW_FC_PRES_DELAYED
267636, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
267646, 0.00, 59.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
267656, 0.00, 59.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
267666, 0.00, 60.00, 17.11, 0.09, ALARM, LOW_FC_PRES_DELAYED
267676, 0.00, 60.00, 17.11, 0.12, ALARM, LOW_FC_PRES_DELAYED
267686, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267696, 0.00, 59.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267706, 0.00, 59.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267716, -0.39, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267726, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267736, 0.00, 59.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267746, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267756, 0.00, 60.00, 17.08, 0.19, ALARM, LOW_FC_PRES_DELAYED
267766, 0.00, 59.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267776, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267786, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267796, 0.00, 59.00, 17.11, 0.16, ALARM, LOW_FC_PRES_DELAYED
267806, 0.00, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267816, 0.00, 60.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267826, 0.00, 60.00, 17.08, 0.09, ALARM, LOW_FC_PRES_DELAYED
267836, -0.39, 59.00, 17.05, 0.09, ALARM, LOW_FC_PRES_DELAYED
267846, 0.00, 59.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267856, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267866, 0.00, 60.00, 17.08, 0.12, ALARM, LOW_FC_PRES_DELAYED
267876, -0.39, 60.00, 17.05, 0.12, ALARM, LOW_FC_PRES_DELAYED
267886, 0.00, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
267896, -0.39, 59.00, 17.08, 0.16, ALARM, LOW_FC_PRES_DELAYED
267906, -0.39, 60.00, 17.05, 0.16, ALARM, LOW_FC_PRES_DELAYED
